year,state,candidatevotes,party_simplified
2020,MISSOURI,1253014,DEMOCRAT
2020,MISSOURI,41205,LIBERTARIAN
2020,MISSOURI,8283,OTHER
2020,MISSOURI,3919,OTHER
2020,MISSOURI,0,OTHER
2020,MISSOURI,3,OTHER
2020,MISSOURI,74,OTHER
2020,MISSOURI,664,OTHER
2020,MISSOURI,64,OTHER
2020,MONTANA,15252,LIBERTARIAN
2020,MONTANA,343602,REPUBLICAN
2020,MONTANA,244786,DEMOCRAT
2020,MONTANA,2,OTHER
2020,MONTANA,6,OTHER
2020,MONTANA,23,OTHER
2020,MONTANA,3,OTHER
2020,NEBRASKA,556846,REPUBLICAN
2020,NEBRASKA,374583,DEMOCRAT
2020,NEBRASKA,20283,LIBERTARIAN
2020,NEBRASKA,4671,OTHER
2020,NEVADA,14783,LIBERTARIAN
2020,NEVADA,669890,REPUBLICAN
2020,NEVADA,703486,DEMOCRAT
2020,NEVADA,3138,OTHER
2020,NEVADA,14079,OTHER
2020,NEW HAMPSHIRE,13235,LIBERTARIAN
2020,NEW HAMPSHIRE,365654,REPUBLICAN
2020,NEW HAMPSHIRE,424921,DEMOCRAT
2020,NEW HAMPSHIRE,47,OTHER
2020,NEW HAMPSHIRE,14,OTHER
2020,NEW HAMPSHIRE,142,OTHER
2020,NEW HAMPSHIRE,217,OTHER
2020,NEW HAMPSHIRE,10,OTHER
2020,NEW HAMPSHIRE,67,OTHER
2020,NEW HAMPSHIRE,19,OTHER
2020,NEW HAMPSHIRE,10,OTHER
2020,NEW HAMPSHIRE,13,OTHER
2020,NEW HAMPSHIRE,56,OTHER
2020,NEW HAMPSHIRE,12,OTHER
2020,NEW HAMPSHIRE,170,OTHER
2020,NEW HAMPSHIRE,192,OTHER
2020,NEW HAMPSHIRE,14,OTHER
2020,NEW HAMPSHIRE,46,OTHER
2020,NEW HAMPSHIRE,22,OTHER
2020,NEW HAMPSHIRE,23,OTHER
2020,NEW HAMPSHIRE,82,OTHER
2020,NEW HAMPSHIRE,58,OTHER
2020,NEW HAMPSHIRE,1158,OTHER
2020,NEW JERSEY,1883274,REPUBLICAN
2020,NEW JERSEY,2608335,DEMOCRAT
2020,NEW JERSEY,31677,LIBERTARIAN
2020,NEW JERSEY,14202,OTHER
2020,NEW JERSEY,3255,OTHER
2020,NEW JERSEY,2954,OTHER
2020,NEW JERSEY,2928,OTHER
2020,NEW JERSEY,2728,OTHER
2020,NEW MEXICO,4426,OTHER
2020,NEW MEXICO,12585,LIBERTARIAN
2020,NEW MEXICO,501614,DEMOCRAT
2020,NEW MEXICO,1806,OTHER
2020,NEW MEXICO,401894,REPUBLICAN
2020,NEW MEXICO,1640,OTHER
2020,NEW YORK,5230985,DEMOCRAT
2020,NEW YORK,3244798,REPUBLICAN
2020,NEW YORK,32753,OTHER
2020,NEW YORK,60234,LIBERTARIAN
2020,NEW YORK,22587,OTHER
2020,NEW YORK,805,OTHER
2020,NEW YORK,376,OTHER
2020,NEW YORK,3,OTHER
2020,NEW YORK,2,OTHER
2020,NEW YORK,6,OTHER
2020,NEW YORK,9,OTHER
2020,NEW YORK,13,OTHER
2020,NEW YORK,155,OTHER
2020,NEW YORK,20,OTHER
2020,NEW YORK,28,OTHER
2020,NEW YORK,3,OTHER
2020,NEW YORK,1897,OTHER
2020,NEW YORK,43,OTHER
2020,NEW YORK,2,OTHER
2020,NEW YORK,98,OTHER
2020,NEW YORK,8,OTHER
2020,NEW YORK,1,OTHER
2020,NEW YORK,43541,OTHER
2020,NEW YORK,23368,OTHER
2020,NORTH CAROLINA,2758773,REPUBLICAN
2020,NORTH CAROLINA,2684292,DEMOCRAT
2020,NORTH CAROLINA,48678,LIBERTARIAN
2020,NORTH CAROLINA,12195,OTHER
2020,NORTH CAROLINA,7549,OTHER
2020,NORTH CAROLINA,119,OTHER
2020,NORTH CAROLINA,13196,OTHER
2020,NORTH DAKOTA,235595,REPUBLICAN
2020,NORTH DAKOTA,114902,DEMOCRAT
2020,NORTH DAKOTA,9393,LIBERTARIAN
2020,NORTH DAKOTA,1929,OTHER
2020,OHIO,3154834,REPUBLICAN
2020,OHIO,2679165,DEMOCRAT
2020,OHIO,67569,LIBERTARIAN
2020,OHIO,3,OTHER
2020,OHIO,1450,OTHER
2020,OHIO,18812,OTHER
2020,OHIO,114,OTHER
2020,OHIO,27,OTHER
2020,OHIO,212,OTHER
2020,OHIO,16,OTHER
2020,OKLAHOMA,1020280,REPUBLICAN
2020,OKLAHOMA,503890,DEMOCRAT
2020,OKLAHOMA,24731,LIBERTARIAN
2020,OKLAHOMA,3654,OTHER
2020,OKLAHOMA,5597,OTHER
2020,OKLAHOMA,2547,OTHER
2020,OREGON,958448,REPUBLICAN
2020,OREGON,1340383,DEMOCRAT
2020,OREGON,41582,LIBERTARIAN
2020,OREGON,11831,OTHER
2020,OREGON,4988,OTHER
2020,OREGON,17089,OTHER
2020,PENNSYLVANIA,3377674,REPUBLICAN
2020,PENNSYLVANIA,3458229,DEMOCRAT
2020,PENNSYLVANIA,79380,LIBERTARIAN
2020,RHODE ISLAND,307486,DEMOCRAT
2020,RHODE ISLAND,199922,REPUBLICAN
2020,RHODE ISLAND,5053,LIBERTARIAN
2020,RHODE ISLAND,2759,OTHER
2020,RHODE ISLAND,923,OTHER
2020,RHODE ISLAND,847,OTHER
2020,SOUTH CAROLINA,767,OTHER
2020,SOUTH CAROLINA,6907,OTHER
2020,SOUTH CAROLINA,1385103,REPUBLICAN
2020,SOUTH CAROLINA,1862,OTHER
2020,SOUTH CAROLINA,27916,LIBERTARIAN
2020,SOUTH CAROLINA,1091541,DEMOCRAT
2020,SOUTH DAKOTA,261043,REPUBLICAN
2020,SOUTH DAKOTA,150471,DEMOCRAT
2020,SOUTH DAKOTA,11095,LIBERTARIAN
2020,TENNESSEE,1852475,REPUBLICAN
2020,TENNESSEE,1143711,DEMOCRAT
2020,TENNESSEE,5365,OTHER
2020,TENNESSEE,1860,OTHER
2020,TENNESSEE,4545,OTHER
2020,TENNESSEE,29877,OTHER
2020,TENNESSEE,2576,OTHER
2020,TENNESSEE,2301,OTHER
2020,TENNESSEE,10279,OTHER
2020,TENNESSEE,1,OTHER
2020,TENNESSEE,762,OTHER
2020,TENNESSEE,31,OTHER
2020,TENNESSEE,68,OTHER
2020,TEXAS,5890347,REPUBLICAN
2020,TEXAS,5259126,DEMOCRAT
2020,TEXAS,126243,LIBERTARIAN
2020,TEXAS,33396,OTHER
2020,TEXAS,2012,OTHER
2020,TEXAS,2785,OTHER
2020,TEXAS,205,OTHER
2020,TEXAS,49,OTHER
2020,TEXAS,337,OTHER
2020,TEXAS,350,OTHER
2020,TEXAS,36,OTHER
2020,TEXAS,56,OTHER
2020,TEXAS,114,OTHER
2020,UTAH,2623,OTHER
2020,UTAH,7213,OTHER
2020,UTAH,560282,DEMOCRAT
2020,UTAH,5551,OTHER
2020,UTAH,38447,LIBERTARIAN
2020,UTAH,2229,OTHER
2020,UTAH,5053,OTHER
2020,UTAH,1139,OTHER
2020,UTAH,865140,REPUBLICAN
2020,UTAH,368,OTHER
2020,UTAH,51,OTHER
2020,UTAH,186,OTHER
2020,UTAH,1,OTHER
2020,UTAH,6,OTHER
2020,VERMONT,242820,DEMOCRAT
2020,VERMONT,112704,REPUBLICAN
2020,VERMONT,3608,LIBERTARIAN
2020,VERMONT,1310,OTHER
2020,VERMONT,1269,OTHER
2020,VERMONT,1175,OTHER
2020,VERMONT,856,OTHER
2020,VERMONT,213,OTHER
2020,VERMONT,209,OTHER
2020,VERMONT,208,OTHER
2020,VERMONT,195,OTHER
2020,VERMONT,166,OTHER
2020,VERMONT,141,OTHER
2020,VERMONT,137,OTHER
2020,VERMONT,126,OTHER
2020,VERMONT,100,OTHER
2020,VERMONT,65,OTHER
2020,VERMONT,54,OTHER
2020,VERMONT,53,OTHER
2020,VERMONT,48,OTHER
2020,VERMONT,1942,OTHER
2020,VERMONT,278,OTHER
2020,VERMONT,3262,OTHER
2020,VERMONT,29,OTHER
2020,VIRGINIA,2413568,DEMOCRAT
2020,VIRGINIA,1962430,REPUBLICAN
2020,VIRGINIA,64761,LIBERTARIAN
2020,VIRGINIA,19765,OTHER
2020,WASHINGTON,2369612,DEMOCRAT
2020,WASHINGTON,1584651,REPUBLICAN
2020,WASHINGTON,80500,LIBERTARIAN
2020,WASHINGTON,18289,OTHER
2020,WASHINGTON,4840,OTHER
2020,WASHINGTON,2487,OTHER
2020,WASHINGTON,27252,OTHER
2020,WEST VIRGINIA,235984,DEMOCRAT
2020,WEST VIRGINIA,545382,REPUBLICAN
2020,WEST VIRGINIA,10687,LIBERTARIAN
2020,WEST VIRGINIA,2599,OTHER
2020,WISCONSIN,1630866,DEMOCRAT
2020,WISCONSIN,1610184,REPUBLICAN
2020,WISCONSIN,5146,OTHER
2020,WISCONSIN,38491,OTHER
2020,WISCONSIN,5259,OTHER
2020,WISCONSIN,25,OTHER
2020,WISCONSIN,36,OTHER
2020,WISCONSIN,5,OTHER
2020,WISCONSIN,1089,OTHER
2020,WISCONSIN,110,OTHER
2020,WISCONSIN,411,OTHER
2020,WISCONSIN,52,OTHER
2020,WISCONSIN,6367,OTHER
2020,WYOMING,73491,DEMOCRAT
2020,WYOMING,193559,REPUBLICAN
2020,WYOMING,5768,LIBERTARIAN
2020,WYOMING,2208,OTHER
2020,WYOMING,1739,OTHER
2020,WYOMING,279,OTHER
2020,WYOMING,1459,OTHER
