City_or_County,Day,Incident_Date,Incident_ID,Incident_Time,Latitude,Longitude,Month,State_Name,Total_Victims,US_Region,Victims_Injured,Victims_Killed,Year
Texas City,1,2023-02-01,2516309,6:30 PM,29.3971,-95.008,2,Texas,4,South,4,0,2023
Durham,31,2023-01-31,2514902,1:30 AM,36.0438,-78.8886,1,North Carolina,4,South,2,2,2023
Lakeland,30,2023-01-30,2514564,3:45 PM,28.0538,-81.9529,1,Florida,11,South,11,0,2023
Dallas,30,2023-01-30,2514220,11:11 AM,32.6788,-96.7646,1,Texas,4,South,3,1,2023
Luttrell,29,2023-01-29,2605383,2:30 PM,36.2251,-83.724,1,Tennessee,4,South,0,4,2023
Columbus,29,2023-01-29,2513512,2:15 AM,40.0854,-82.9739,1,Ohio,4,Midwest,3,1,2023
Greensboro,29,2023-01-29,2513575,3:00 AM,36.0759,-79.9133,1,North Carolina,7,South,6,1,2023
Andrews,28,2023-01-28,2513517,,33.5591,-79.5676,1,South Carolina,4,South,2,2,2023
Austin,28,2023-01-28,2513496,10:17 PM,30.4307,-97.7643,1,Texas,5,South,3,2,2023
Beverly Hills,28,2023-01-28,2513044,2:30 AM,34.1225,-118.425,1,California,5,West,2,3,2023
Philadelphia,28,2023-01-28,2513527,9:00 PM,40.0453,-75.0742,1,Pennsylvania,4,Northeast,4,0,2023
San Diego,27,2023-01-27,2512985,8:26 PM,32.7102,-117.064,1,California,5,West,4,1,2023
Newark,26,2023-01-26,2512343,7:28 PM,40.7251,-74.1787,1,New Jersey,5,Northeast,4,1,2023
Lancaster,26,2023-01-26,2512617,9:20 PM,40.0478,-76.2932,1,Pennsylvania,4,Northeast,4,0,2023
Red Springs,24,2023-01-24,2510365,2:46 PM,34.8152,-79.1831,1,North Carolina,4,South,1,3,2023
Chicago,23,2023-01-23,2509362,1:45 PM,41.7538,-87.5536,1,Illinois,5,Midwest,3,2,2023
Oakland,23,2023-01-23,2510063,6:00 PM,37.7765,-122.183,1,California,5,West,4,1,2023
Half Moon Bay,23,2023-01-23,2509663,2:20 PM,37.4701,-122.419,1,California,8,West,1,7,2023
Shreveport,22,2023-01-22,2508522,1:59 PM,32.5388,-93.7976,1,Louisiana,8,South,7,1,2023
Baton Rouge,22,2023-01-22,2508370,1:30 AM,30.4205,-91.1383,1,Louisiana,12,South,12,0,2023
Robinsonville (Tunica Resorts),22,2023-01-22,2508683,3:14 AM,34.8464,-90.3328,1,Mississippi,4,South,4,0,2023
Monterey Park,21,2023-01-21,2507836,10:20 PM,34.062,-118.124,1,California,20,West,9,11,2023
Yuma,21,2023-01-21,2507423,4:20 AM,32.7116,-114.636,1,Arizona,5,West,5,0,2023
Houston,17,2023-01-17,2504645,6:30 PM,29.822,-95.3189,1,Texas,4,South,4,0,2023
Goshen,16,2023-01-16,2503345,3:30 AM,36.3463,-119.421,1,California,6,West,0,6,2023
Sanford,16,2023-01-16,2503245,2:30 AM,28.7864,-81.3472,1,Florida,6,South,5,1,2023
Fort Pierce,16,2023-01-16,2503649,5:30 PM,27.4617,-80.3371,1,Florida,8,South,7,1,2023
Rockford,15,2023-01-15,2503058,6:30 PM,42.2434,-89.0538,1,Illinois,4,Midwest,1,3,2023
Houston,15,2023-01-15,2502680,2:00 AM,29.9823,-95.5073,1,Texas,5,South,4,1,2023
Homestead,15,2023-01-15,2503178,3:48 PM,25.4642,-80.4868,1,Florida,4,South,3,1,2023
Phoenix,15,2023-01-15,2503197,11:00 PM,33.4073,-111.982,1,Arizona,4,West,4,0,2023
Saint Louis (Moline Acres),14,2023-01-14,2502550,9:34 PM,38.7471,-90.2469,1,Missouri,4,Midwest,4,0,2023
Cleveland,13,2023-01-13,2501869,7:10 PM,41.4534,-81.7099,1,Ohio,5,Midwest,1,4,2023
Minneapolis,9,2023-01-09,2499119,10:25 PM,44.9493,-93.2402,1,Minnesota,4,Midwest,4,0,2023
Philadelphia,9,2023-01-09,2499381,10:00 PM,40.0399,-75.0444,1,Pennsylvania,4,Northeast,1,3,2023
Denver,9,2023-01-09,2498792,1:51 AM,39.7524,-104.997,1,Colorado,4,West,4,0,2023
Minneapolis,8,2023-01-08,2498013,3:30 AM,44.9761,-93.2778,1,Minnesota,4,Midwest,4,0,2023
Albany,8,2023-01-08,2499425,,31.5648,-84.1667,1,Georgia,4,South,4,0,2023
High Point,7,2023-01-07,2497502,7:05 AM,36.0095,-79.9766,1,North Carolina,4,South,0,4,2023
Huntsville,7,2023-01-07,2497948,11:30 PM,34.766,-86.4869,1,Alabama,11,South,9,2,2023
Dallas,6,2023-01-06,2496714,4:30 AM,32.9383,-96.7576,1,Texas,5,South,2,3,2023
San Francisco,6,2023-01-06,2497164,1:53 AM,37.7633,-122.422,1,California,4,West,3,1,2023
New Orleans,5,2023-01-05,2496431,8:12 PM,29.9357,-90.0792,1,Louisiana,5,South,3,2,2023
Miami Gardens,5,2023-01-05,2496391,7:48 PM,25.9353,-80.2447,1,Florida,10,South,10,0,2023
Baltimore,4,2023-01-04,2494934,11:25 AM,39.2944,-76.69,1,Maryland,5,South,4,1,2023
Cedar City (Enoch),4,2023-01-04,2495648,2:00 PM,37.7682,-113.016,1,Utah,7,West,0,7,2023
Dumfries,4,2023-01-04,2495059,10:51 AM,38.5642,-77.321,1,Virginia,5,South,4,1,2023
Washington,3,2023-01-03,2494254,5:50 PM,38.9651,-77.0278,1,District of Columbia,4,South,3,1,2023
New Orleans,3,2023-01-03,2494425,5:41 PM,29.9495,-90.0975,1,Louisiana,5,South,5,0,2023
Miami Gardens,1,2023-01-01,2497601,12:00 AM,25.9298,-80.2508,1,Florida,9,South,9,0,2023
Chicago,1,2023-01-01,2492601,1:00 PM,41.7911,-87.6191,1,Illinois,4,Midwest,3,1,2023
Durham,1,2023-01-01,2492611,2:00 PM,35.9948,-78.87,1,North Carolina,5,South,5,0,2023
Allentown,1,2023-01-01,2493102,9:15 PM,40.6174,-75.4371,1,Pennsylvania,4,Northeast,4,0,2023
Ocala,1,2023-01-01,2492448,4:30 AM,29.1825,-82.1525,1,Florida,6,South,4,2,2023
Columbus,1,2023-01-01,2492314,2:30 AM,40.0062,-82.9129,1,Ohio,5,Midwest,4,1,2023
Mobile,31,2022-12-31,2492253,11:14 PM,30.6916,-88.043,12,Alabama,8,South,7,1,2022
Phoenix,31,2022-12-31,2491656,4:00 AM,33.4968,-112.1,12,Arizona,9,West,9,0,2022
Memphis,30,2022-12-30,2491054,2:00 AM,35.0616,-90.0267,12,Tennessee,4,South,3,1,2022
Humble,30,2022-12-30,2490925,11:45 AM,29.9378,-95.2552,12,Texas,5,South,3,2,2022
Bronx,28,2022-12-28,2489614,6:30 PM,40.8433,-73.8866,12,New York,4,Northeast,3,1,2022
Dallas,28,2022-12-28,2490150,5:05 PM,32.7633,-96.6597,12,Texas,6,South,6,0,2022
Washington,27,2022-12-27,2488952,2:45 PM,38.8746,-76.9718,12,District of Columbia,4,South,4,0,2022
Columbus,27,2022-12-27,2489345,12:45 AM,39.9522,-83.0233,12,Ohio,5,Midwest,5,0,2022
Eureka,27,2022-12-27,2489124,12:12 AM,40.766,-124.177,12,California,4,West,2,2,2022
New Orleans,26,2022-12-26,2488209,12:38 AM,29.9687,-90.0053,12,Louisiana,6,South,4,2,2022
Columbus,24,2022-12-24,2487989,11:00 PM,33.5062,-88.3986,12,Mississippi,4,South,3,1,2022
Wichita,23,2022-12-23,2487517,9:45 PM,37.6719,-97.2605,12,Kansas,4,Midwest,2,2,2022
Lake City,19,2022-12-19,2485011,3:45 PM,30.1992,-82.6419,12,Florida,5,South,5,0,2022
Santa Ana,18,2022-12-18,2484083,1:30 AM,33.7197,-117.868,12,California,4,West,3,1,2022
Oklahoma City,18,2022-12-18,2483594,3:00 AM,35.4629,-97.5336,12,Oklahoma,4,South,4,0,2022
Atlanta,17,2022-12-17,2483489,5:00 PM,33.6832,-84.4909,12,Georgia,5,South,3,2,2022
Valdosta,16,2022-12-16,2483188,6:30 PM,30.8448,-83.2776,12,Georgia,4,South,2,2,2022
Chicago,16,2022-12-16,2482288,2:30 PM,41.853,-87.6644,12,Illinois,4,Midwest,2,2,2022
Dallas,16,2022-12-16,2483108,9:10 PM,32.8074,-96.6689,12,Texas,5,South,5,0,2022
Memphis,16,2022-12-16,2482711,8:00 PM,35.1583,-89.974,12,Tennessee,5,South,5,0,2022
Rochester,13,2022-12-13,2480430,10:45 PM,43.1567,-77.5607,12,New York,5,Northeast,4,1,2022
Bronx,12,2022-12-12,2479678,12:30 PM,40.811,-73.922,12,New York,4,Northeast,4,0,2022
Chicago,11,2022-12-11,2478664,2:26 AM,41.9397,-87.7662,12,Illinois,4,Midwest,1,3,2022
Phoenix,9,2022-12-09,2478061,9:00 PM,33.3901,-112.035,12,Arizona,4,West,3,1,2022
Detroit,8,2022-12-08,2477622,11:30 PM,42.3317,-83.0508,12,Michigan,4,Midwest,4,0,2022
New Orleans,8,2022-12-08,2477404,12:30 PM,30.0038,-90.0389,12,Louisiana,4,South,4,0,2022
Bronx,6,2022-12-06,2475554,6:00 PM,40.8446,-73.8817,12,New York,4,Northeast,4,0,2022
Macon,6,2022-12-06,2475546,1:30 AM,32.8258,-83.7226,12,Georgia,4,South,1,3,2022
Zion,4,2022-12-04,2474143,12:19 AM,42.4624,-87.8494,12,Illinois,5,Midwest,5,0,2022
San Antonio,1,2022-12-01,2472924,7:23 PM,29.4011,-98.5258,12,Texas,4,South,4,0,2022
Lake Charles,30,2022-11-30,2471298,1:35 AM,30.2287,-93.2142,11,Louisiana,8,South,8,0,2022
Mobile,30,2022-11-30,2468642,2:16 AM,30.6916,-88.0437,11,Alabama,4,South,4,0,2022
Tallahassee,27,2022-11-27,2469354,4:30 PM,30.4206,-84.289,11,Florida,5,South,4,1,2022
New Orleans,27,2022-11-27,2468894,1:49 AM,29.9548,-90.069,11,Louisiana,5,South,5,0,2022
Atlanta,26,2022-11-26,2468745,8:00 PM,33.7916,-84.3922,11,Georgia,6,South,4,2,2022
Chicago,26,2022-11-26,2468325,12:15 AM,41.6629,-87.6419,11,Illinois,4,Midwest,2,2,2022
Houston,24,2022-11-24,2467661,9:17 PM,29.7979,-95.4841,11,Texas,4,South,2,2,2022
Costa Mesa,24,2022-11-24,2467743,6:50 PM,33.6401,-117.902,11,California,5,West,4,1,2022
Temple Hills,23,2022-11-23,2466835,6:25 PM,38.8173,-76.9358,11,Maryland,4,South,4,0,2022
Philadelphia,23,2022-11-23,2466431,11:30 AM,39.9804,-75.2409,11,Pennsylvania,4,Northeast,4,0,2022
Chesapeake,22,2022-11-22,2465761,10:12 PM,36.7737,-76.2483,11,Virginia,12,South,6,6,2022
West Palm Beach,22,2022-11-22,2465213,6:30 AM,26.6871,-80.1289,11,Florida,4,South,2,2,2022
Hennessey,20,2022-11-20,2464943,7:00 PM,36.1092,-97.8987,11,Oklahoma,5,South,1,4,2022
Dallas,20,2022-11-20,2464272,2:00 AM,32.7237,-96.8226,11,Texas,4,South,4,0,2022
Washington Park,19,2022-11-19,2464352,5:20 PM,38.6233,-90.1023,11,Illinois,4,Midwest,3,1,2022
Philadelphia,19,2022-11-19,2463882,12:41 AM,32.7617,-89.1037,11,Mississippi,7,South,6,1,2022
Colorado Springs,19,2022-11-19,2463465,11:57 PM,38.8811,-104.758,11,Colorado,24,West,19,5,2022
Richmond,18,2022-11-18,2462457,5:00 AM,37.3965,-77.4677,11,Virginia,4,South,0,4,2022
Charlottesville,13,2022-11-13,2459150,10:15 PM,38.0402,-78.5042,11,Virginia,5,South,2,3,2022
Philadelphia,13,2022-11-13,2458727,4:30 AM,40.0206,-75.1182,11,Pennsylvania,4,Northeast,4,0,2022
Enfield,13,2022-11-13,2458676,1:30 AM,36.2232,-77.5915,11,North Carolina,6,South,5,1,2022
Omaha,13,2022-11-13,2458863,4:00 AM,41.2993,-95.9637,11,Nebraska,7,Midwest,6,1,2022
Sacramento,12,2022-11-12,2458933,8:45 PM,38.6404,-121.443,11,California,4,West,4,0,2022
Fort Worth,12,2022-11-12,2459005,10:00 PM,32.8065,-97.4321,11,Texas,4,South,4,0,2022
Indio,12,2022-11-12,2459259,6:15 PM,33.708,-116.228,11,California,4,West,3,1,2022
Paterson,12,2022-11-12,2458467,12:15 PM,40.9242,-74.1714,11,New Jersey,4,Northeast,4,0,2022
Memphis,12,2022-11-12,2459156,9:30 PM,35.0628,-89.9216,11,Tennessee,4,South,4,0,2022
Jersey City,11,2022-11-11,2458086,4:00 PM,40.712,-74.0779,11,New Jersey,4,Northeast,4,0,2022
Mcallen (McAllen),7,2022-11-07,2455710,8:21 PM,26.2176,-98.27,11,Texas,4,South,4,0,2022
Chicago,6,2022-11-06,2453865,2:10 AM,41.8963,-87.6362,11,Illinois,4,Midwest,3,1,2022
Chicago,6,2022-11-06,2453892,12:10 AM,41.8005,-87.7319,11,Illinois,5,Midwest,5,0,2022
Tulare,6,2022-11-06,2454565,8:30 PM,36.1816,-119.332,11,California,5,West,5,0,2022
Gainesville,6,2022-11-06,2455484,1:00 AM,29.6503,-82.3296,11,Florida,4,South,4,0,2022
Buffalo,5,2022-11-05,2454281,10:30 PM,42.9407,-78.8364,11,New York,4,Northeast,4,0,2022
Philadelphia,5,2022-11-05,2453744,10:54 PM,39.9968,-75.114,11,Pennsylvania,9,Northeast,9,0,2022
Orlando,4,2022-11-04,2452673,4:00 AM,28.5614,-81.2408,11,Florida,5,South,1,4,2022
La Plata,4,2022-11-04,2452798,4:00 PM,38.5382,-76.9553,11,Maryland,4,South,0,4,2022
Chicago,3,2022-11-03,2452501,6:44 PM,41.8957,-87.7191,11,Illinois,4,Midwest,4,0,2022
Houston,2,2022-11-02,2451028,2:00 PM,29.7337,-95.5594,11,Texas,4,South,4,0,2022
Hattiesburg,2,2022-11-02,2451550,6:59 PM,31.3327,-89.3101,11,Mississippi,5,South,3,2,2022
Denver,1,2022-11-01,2450360,1:50 PM,39.7389,-104.89,11,Colorado,6,West,5,1,2022
Baltimore,1,2022-11-01,2450917,7:40 PM,39.2854,-76.6487,11,Maryland,4,South,4,0,2022
Kansas City,31,2022-10-31,2449986,9:00 PM,39.0706,-94.6942,10,Kansas,7,Midwest,6,1,2022
East Saint Louis,31,2022-10-31,2450557,1:20 AM,38.6237,-90.1523,10,Illinois,5,Midwest,3,2,2022
Chicago,31,2022-10-31,2449653,9:21 PM,41.8711,-87.696,10,Illinois,14,Midwest,13,1,2022
Memphis,30,2022-10-30,2448898,2:13 AM,35.1079,-89.9319,10,Tennessee,4,South,3,1,2022
Aurora,30,2022-10-30,2448366,2:00 AM,39.7302,-104.868,10,Colorado,4,West,0,4,2022
Philadelphia,30,2022-10-30,2448287,3:30 AM,39.9616,-75.1484,10,Pennsylvania,6,Northeast,6,0,2022
Covina,30,2022-10-30,2448361,12:30 AM,34.0982,-117.917,10,California,4,West,2,2,2022
Charleston,30,2022-10-30,2448372,3:24 AM,32.8013,-80.0282,10,South Carolina,4,South,4,0,2022
Orlando,29,2022-10-29,2448015,2:00 AM,28.4481,-81.4007,10,Florida,6,South,6,0,2022
Tallahassee,29,2022-10-29,2448330,11:45 PM,30.4402,-84.3199,10,Florida,9,South,8,1,2022
Toledo,28,2022-10-28,2447980,11:45 PM,41.6482,-83.5772,10,Ohio,4,Midwest,2,2,2022
Pittsburgh,28,2022-10-28,2447379,12:04 PM,40.4841,-80.0364,10,Pennsylvania,5,Northeast,5,0,2022
Broken Arrow,27,2022-10-27,2447217,4:05 PM,36.0473,-95.802,10,Oklahoma,7,South,0,7,2022
Hamilton,25,2022-10-25,2445686,7:00 PM,39.3929,-84.5648,10,Ohio,4,Midwest,2,2,2022
Greensboro,25,2022-10-25,2445939,11:30 PM,36.0835,-79.7734,10,North Carolina,6,South,4,2,2022
Chicago,24,2022-10-24,2443849,1:15 AM,41.839,-87.7049,10,Illinois,4,Midwest,3,1,2022
Saint Louis,24,2022-10-24,2443879,9:12 AM,38.6047,-90.2709,10,Missouri,6,Midwest,4,2,2022
Brownsville,23,2022-10-23,2443627,6:24 AM,25.9159,-97.5176,10,Texas,5,South,5,0,2022
Chicago,23,2022-10-23,2443194,4:00 AM,41.8153,-87.7046,10,Illinois,5,Midwest,2,3,2022
Milwaukee,23,2022-10-23,2443276,12:45 AM,43.0643,-87.9563,10,Wisconsin,4,Midwest,4,0,2022
Milwaukee,22,2022-10-22,2442695,1:20 AM,43.0873,-87.9732,10,Wisconsin,6,Midwest,6,0,2022
Oxford,22,2022-10-22,2443257,9:00 PM,36.3101,-78.5922,10,North Carolina,6,South,6,0,2022
Cordele,22,2022-10-22,2443287,10:30 PM,31.9621,-83.7615,10,Georgia,4,South,4,0,2022
Phoenix,22,2022-10-22,2443231,9:00 PM,33.4189,-112.197,10,Arizona,8,West,7,1,2022
Cleveland,21,2022-10-21,2450590,,33.744,-90.7248,10,Mississippi,4,South,3,1,2022
New Orleans,21,2022-10-21,2442632,10:14 PM,29.9785,-90.0573,10,Louisiana,4,South,3,1,2022
Hartland,21,2022-10-21,2444683,5:11 AM,43.0972,-88.3291,10,Wisconsin,4,Midwest,0,4,2022
Baton Rouge,21,2022-10-21,2442008,2:00 AM,30.5197,-91.1912,10,Louisiana,11,South,11,0,2022
Cleveland,20,2022-10-20,2441540,3:10 PM,41.4319,-81.7069,10,Ohio,5,Midwest,5,0,2022
Woodbridge,17,2022-10-17,2439423,4:30 PM,38.652,-77.3667,10,Virginia,4,South,0,4,2022
El Paso,16,2022-10-16,2438904,2:20 AM,31.8579,-106.432,10,Texas,4,South,3,1,2022
Atlanta,16,2022-10-16,2438505,1:00 AM,33.7483,-84.413,10,Georgia,4,South,4,0,2022
Lancaster,16,2022-10-16,2439294,5:30 PM,34.6869,-118.095,10,California,4,West,4,0,2022
Harrisonburg,16,2022-10-16,2438461,2:25 AM,38.4216,-78.877,10,Virginia,8,South,8,0,2022
Denver,15,2022-10-15,2438121,3:00 AM,39.8343,-104.998,10,Colorado,8,West,7,1,2022
Worcester,15,2022-10-15,2438154,3:08 AM,42.2417,-71.8339,10,Massachusetts,6,Northeast,6,0,2022
Itta Bena,15,2022-10-15,2438723,11:29 PM,33.4951,-90.3198,10,Mississippi,9,South,7,2,2022
Freeport,15,2022-10-15,2438494,11:55 PM,40.6691,-73.5765,10,New York,4,Northeast,4,0,2022
Pittsburgh,15,2022-10-15,2438482,10:05 PM,40.4511,-80.0007,10,Pennsylvania,4,Northeast,1,3,2022
Philadelphia,14,2022-10-14,2437284,12:30 AM,39.9977,-75.1135,10,Pennsylvania,4,Northeast,4,0,2022
Raleigh,13,2022-10-13,2436826,5:09 PM,35.8135,-78.5367,10,North Carolina,7,South,2,5,2022
New Bern,13,2022-10-13,2437177,8:44 PM,35.0962,-77.0676,10,North Carolina,4,South,4,0,2022
Lanett,13,2022-10-13,2437630,9:41 PM,32.8428,-85.2449,10,Alabama,6,South,6,0,2022
Delano,10,2022-10-10,2434847,,35.7904,-119.268,10,California,4,West,3,1,2022
Inman,9,2022-10-09,2434247,7:45 PM,35.019,-82.0744,10,South Carolina,5,South,0,5,2022
Miami,9,2022-10-09,2434128,7:15 PM,25.9132,-80.1889,10,Florida,4,South,3,1,2022
Henryetta,9,2022-10-09,2439284,6:22 PM,35.4622,-96.0122,10,Oklahoma,4,South,0,4,2022
Jacksonville,9,2022-10-09,2434326,10:15 PM,34.8699,-92.1294,10,Arkansas,4,South,3,1,2022
Tampa,9,2022-10-09,2433539,3:00 AM,27.9517,-82.4599,10,Florida,7,South,6,1,2022
Beaumont,9,2022-10-09,2434062,1:18 AM,30.0967,-94.1273,10,Texas,5,South,5,0,2022
Hurtsboro,8,2022-10-08,2440211,5:15 AM,32.2367,-85.4422,10,Alabama,4,South,2,2,2022
Saint Joseph,8,2022-10-08,2434151,11:50 PM,39.7183,-94.8656,10,Missouri,4,Midwest,4,0,2022
Berkeley,8,2022-10-08,2433352,1:06 AM,37.8672,-122.26,10,California,4,West,3,1,2022
Portland,7,2022-10-07,2432772,2:35 AM,45.4982,-122.568,10,Oregon,4,West,4,0,2022
Fort Worth,7,2022-10-07,2432893,7:00 PM,32.718,-97.3123,10,Texas,4,South,0,4,2022
Louisville,6,2022-10-06,2431842,7:00 PM,38.1818,-85.6705,10,Kentucky,4,South,4,0,2022
Washington,6,2022-10-06,2431594,1:09 PM,38.9062,-77.01,10,District of Columbia,4,South,3,1,2022
Baytown,5,2022-10-05,2431069,6:30 PM,29.7,-94.9435,10,Texas,6,South,2,4,2022
Nashville,2,2022-10-02,2428950,10:00 PM,36.1676,-86.7573,10,Tennessee,4,South,4,0,2022
Seattle,2,2022-10-02,2428715,1:00 AM,47.6599,-122.313,10,Washington,4,West,4,0,2022
Philadelphia,1,2022-10-01,2427999,2:40 AM,40.0208,-75.0804,10,Pennsylvania,4,Northeast,4,0,2022
Oakland,1,2022-10-01,2428678,9:45 PM,37.8292,-122.277,10,California,4,West,2,2,2022
Tulsa,30,2022-09-30,2427775,10:00 PM,36.2254,-95.9743,9,Oklahoma,4,South,3,1,2022
Marks,30,2022-09-30,2428456,11:45 PM,34.2533,-90.2735,9,Mississippi,5,South,5,0,2022
Mc Gregor,29,2022-09-29,2426627,8:00 AM,31.433,-97.4055,9,Texas,5,South,0,5,2022
Oakland,28,2022-09-28,2426042,12:45 PM,37.7656,-122.154,9,California,6,West,5,1,2022
Columbus,28,2022-09-28,2425825,2:40 AM,40.0854,-82.9739,9,Ohio,5,Midwest,5,0,2022
Baltimore,28,2022-09-28,2425799,12:00 AM,39.3192,-76.5515,9,Maryland,4,South,4,0,2022
Uniontown,28,2022-09-28,2426382,7:00 PM,32.4898,-87.5761,9,Alabama,4,South,4,0,2022
Corona (Queens),27,2022-09-27,2425393,6:30 PM,40.6861,-73.8531,9,New York,4,Northeast,4,0,2022
New York (Manhattan),27,2022-09-27,2426137,11:45 PM,40.8032,-73.9525,9,New York,4,Northeast,4,0,2022
Goldsboro,27,2022-09-27,2426061,11:00 PM,35.3707,-77.9837,9,North Carolina,4,South,4,0,2022
Jacksonville,27,2022-09-27,2425839,3:45 PM,30.3313,-81.6425,9,Florida,4,South,4,0,2022
Philadelphia,27,2022-09-27,2425199,4:30 PM,40.0373,-75.2231,9,Pennsylvania,5,Northeast,4,1,2022
Harrisburg,25,2022-09-25,2423747,3:00 AM,40.2588,-76.8468,9,Pennsylvania,4,Northeast,4,0,2022
Hammond,25,2022-09-25,2423338,1:39 AM,41.6011,-87.4616,9,Indiana,4,Midwest,3,1,2022
Columbus,24,2022-09-24,2423538,11:00 PM,39.9845,-82.9127,9,Ohio,4,Midwest,3,1,2022
Louisville,24,2022-09-24,2423331,,33.001,-82.4145,9,Georgia,4,South,3,1,2022
Castroville,23,2022-09-23,2424602,,36.762,-121.752,9,California,4,West,4,0,2022
Chicago,22,2022-09-22,2421430,3:15 PM,41.8311,-87.6205,9,Illinois,4,Midwest,4,0,2022
Mount Vernon,20,2022-09-20,2420406,9:30 PM,40.9023,-73.8374,9,New York,4,Northeast,4,0,2022
Niles,20,2022-09-20,2420637,11:37 PM,41.8343,-86.2527,9,Michigan,5,Midwest,3,2,2022
Swainsboro,19,2022-09-19,2419473,,32.6062,-82.3387,9,Georgia,4,South,3,1,2022
Corona (Queens),18,2022-09-18,2417634,1:45 PM,40.7473,-73.8694,9,New York,4,Northeast,3,1,2022
Kenosha,18,2022-09-18,2417641,1:50 AM,42.5768,-87.8367,9,Wisconsin,4,Midwest,2,2,2022
Las Vegas,18,2022-09-18,2417863,1:00 AM,36.1983,-115.069,9,Nevada,5,West,5,0,2022
Allendale,18,2022-09-18,2417696,2:20 AM,42.957,-85.9064,9,Michigan,4,Midwest,4,0,2022
Blue Springs,17,2022-09-17,2417293,8:50 PM,39.0132,-94.2538,9,Missouri,5,Midwest,5,0,2022
Minneapolis,17,2022-09-17,2416762,2:35 AM,44.9796,-93.2726,9,Minnesota,5,Midwest,5,0,2022
Milwaukee,16,2022-09-16,2416625,8:14 PM,43.0913,-87.927,9,Wisconsin,4,Midwest,4,0,2022
Milwaukee,14,2022-09-14,2414276,1:41 AM,43.0544,-87.8949,9,Wisconsin,4,Midwest,4,0,2022
Miami (North Miami),14,2022-09-14,2415614,11:15 PM,25.8945,-80.2151,9,Florida,5,South,5,0,2022
Los Angeles,14,2022-09-14,2414858,2:00 PM,34.0444,-118.245,9,California,4,West,4,0,2022
Chicago,13,2022-09-13,2414080,7:45 PM,41.7935,-87.6155,9,Illinois,9,Midwest,7,2,2022
Oakland,13,2022-09-13,2415479,10:30 PM,37.7532,-122.164,9,California,4,West,4,0,2022
Oklahoma City,12,2022-09-12,2413596,8:00 PM,35.4497,-97.5439,9,Oklahoma,4,South,4,0,2022
Detroit,11,2022-09-11,2412198,3:12 AM,42.3923,-82.9667,9,Michigan,4,Midwest,4,0,2022
Santa Fe,11,2022-09-11,2412164,12:30 AM,35.612,-106.066,9,New Mexico,5,West,5,0,2022
Grand Rapids,11,2022-09-11,2412289,3:15 AM,42.9634,-85.6681,9,Michigan,4,Midwest,4,0,2022
Durham,11,2022-09-11,2412487,5:30 PM,35.9992,-78.8979,9,North Carolina,4,South,3,1,2022
Plainfield,10,2022-09-10,2411801,9:25 PM,39.7208,-86.3526,9,Indiana,4,Midwest,2,2,2022
Lexington,10,2022-09-10,2411871,8:15 PM,38.0881,-84.5114,9,Kentucky,4,South,4,0,2022
Bronx,9,2022-09-09,2411007,4:50 PM,40.8592,-73.8634,9,New York,4,Northeast,4,0,2022
Elk Mills,9,2022-09-09,2410446,9:00 AM,39.6611,-75.8365,9,Maryland,4,South,0,4,2022
Minneapolis,9,2022-09-09,2411901,11:50 PM,44.9994,-93.2848,9,Minnesota,4,Midwest,3,1,2022
Minneapolis,8,2022-09-08,2410704,9:12 PM,44.9995,-93.2876,9,Minnesota,4,Midwest,4,0,2022
Los Angeles,8,2022-09-08,2410269,3:47 PM,34.0495,-118.249,9,California,4,West,4,0,2022
Memphis,7,2022-09-07,2408990,12:56 AM,35.1559,-89.958,9,Tennessee,6,South,3,3,2022
Hartwell,5,2022-09-05,2406998,2:15 AM,34.3543,-82.9045,9,Georgia,4,South,2,2,2022
Kansas City,5,2022-09-05,2407734,10:45 PM,38.9912,-94.4974,9,Missouri,4,Midwest,2,2,2022
Saint Louis,5,2022-09-05,2407739,6:01 PM,38.6751,-90.2264,9,Missouri,4,Midwest,3,1,2022
Philadelphia,5,2022-09-05,2406852,1:00 AM,40.0039,-75.1427,9,Pennsylvania,6,Northeast,4,2,2022
Cleveland,5,2022-09-05,2406862,2:53 AM,41.5265,-81.5858,9,Ohio,11,Midwest,10,1,2022
Saint Paul,4,2022-09-04,2406597,4:30 PM,44.9705,-93.0603,9,Minnesota,5,Midwest,2,3,2022
Norfolk,4,2022-09-04,2406108,12:05 AM,36.889,-76.2979,9,Virginia,7,South,5,2,2022
Charleston,4,2022-09-04,2406123,12:55 AM,32.7905,-79.9395,9,South Carolina,7,South,7,0,2022
Fort Lauderdale (Lauderdale Lakes),4,2022-09-04,2406656,8:30 PM,26.1785,-80.184,9,Florida,4,South,4,0,2022
Chicago,4,2022-09-04,2406651,6:48 PM,41.7389,-87.5627,9,Illinois,4,Midwest,2,2,2022
Chico,3,2022-09-03,2405689,1:45 AM,39.7196,-121.851,9,California,5,West,5,0,2022
Yorkville,3,2022-09-03,2405866,1:36 AM,41.6034,-88.4538,9,Illinois,4,Midwest,4,0,2022
Birmingham,3,2022-09-03,2406042,9:20 PM,33.5069,-86.8377,9,Alabama,4,South,2,2,2022
Capitol Heights,3,2022-09-03,2405859,8:00 PM,38.8694,-76.8554,9,Maryland,4,South,3,1,2022
Fresno,2,2022-09-02,2405239,5:30 AM,36.7486,-119.788,9,California,4,West,2,2,2022
