City_or_County,Day,Incident_Date,Incident_ID,Incident_Time,Latitude,Longitude,Month,State_Name,Total_Victims,US_Region,Victims_Injured,Victims_Killed,Year
Sacramento,10,2020-06-10,1702372,11:00 PM,38.4901,-121.411,6,California,5,West,4,1,2020
Toledo,10,2020-06-10,1701382,1:00 AM,41.6678,-83.5328,6,Ohio,4,Midwest,3,1,2020
Scotland Neck,9,2020-06-09,1700864,2:30 PM,36.1317,-77.4182,6,North Carolina,5,South,5,0,2020
Philadelphia,9,2020-06-09,1701426,11:45 PM,39.9623,-75.1519,6,Pennsylvania,7,Northeast,6,1,2020
Vallejo,9,2020-06-09,1701491,10:00 PM,38.1467,-122.23,6,California,5,West,3,2,2020
Brooklyn,8,2020-06-08,1700371,10:40 PM,40.6584,-73.9101,6,New York,4,Northeast,4,0,2020
Memphis,8,2020-06-08,1700250,7:00 PM,35.1152,-90.0114,6,Tennessee,4,South,4,0,2020
Dyersburg,7,2020-06-07,1699193,2:17 AM,36.0234,-89.3725,6,Tennessee,5,South,5,0,2020
Hope,7,2020-06-07,1699577,2:00 AM,33.6822,-93.582,6,Arkansas,5,South,5,0,2020
Robbins,7,2020-06-07,1700234,1:05 AM,41.6458,-87.7088,6,Illinois,4,Midwest,3,1,2020
Sikeston,7,2020-06-07,1699211,1:46 AM,36.8664,-89.5676,6,Missouri,9,Midwest,7,2,2020
Chicago,7,2020-06-07,1698987,2:29 AM,41.8805,-87.6778,6,Illinois,4,Midwest,3,1,2020
Chicago,7,2020-06-07,1699667,11:13 PM,41.8264,-87.6271,6,Illinois,6,Midwest,6,0,2020
Sacramento,6,2020-06-06,1698868,7:19 PM,38.4905,-121.474,6,California,5,West,4,1,2020
Kansas City,6,2020-06-06,1698306,2:30 AM,39.0912,-94.5633,6,Missouri,5,Midwest,4,1,2020
Drew,6,2020-06-06,1700812,,33.8111,-90.5256,6,Mississippi,5,South,5,0,2020
Ironton,6,2020-06-06,1698276,1:00 AM,38.5255,-82.6775,6,Ohio,4,Midwest,4,0,2020
Denver,5,2020-06-05,1697541,1:50 AM,39.7863,-104.836,6,Colorado,4,West,4,0,2020
Valhermoso Springs,4,2020-06-04,1697453,11:23 PM,34.5237,-86.6767,6,Alabama,7,South,0,7,2020
Dallas,2,2020-06-02,1695998,11:40 PM,32.6546,-96.884,6,Texas,4,South,3,1,2020
Racine,2,2020-06-02,1695586,7:30 PM,42.7394,-87.7828,6,Wisconsin,5,Midwest,5,0,2020
Chicago,2,2020-06-02,1695645,9:36 PM,41.7424,-87.5615,6,Illinois,4,Midwest,4,0,2020
Saint Louis,1,2020-06-01,1694735,,38.632,-90.2077,6,Missouri,4,Midwest,4,0,2020
Gulfport,31,2020-05-31,1693340,1:00 AM,30.4089,-89.0857,5,Mississippi,6,South,5,1,2020
Philadelphia,31,2020-05-31,1693580,5:00 PM,39.9953,-75.1177,5,Pennsylvania,4,Northeast,4,0,2020
Paterson,30,2020-05-30,1692513,1:24 AM,40.9241,-74.1499,5,New Jersey,4,Northeast,4,0,2020
Washington,30,2020-05-30,1692912,8:31 PM,38.8856,-76.9527,5,District of Columbia,4,South,4,0,2020
Houston,30,2020-05-30,1693064,9:14 PM,29.6518,-95.3681,5,Texas,5,South,4,1,2020
Altha,30,2020-05-30,1693246,8:40 PM,30.5151,-85.3483,5,Florida,5,South,4,1,2020
Gastonia,30,2020-05-30,1692496,1:34 AM,35.2297,-81.2074,5,North Carolina,6,South,5,1,2020
Portsmouth,29,2020-05-29,1692102,8:50 PM,36.8226,-76.2991,5,Virginia,5,South,5,0,2020
Louisville,28,2020-05-28,1691221,11:30 PM,38.2546,-85.7606,5,Kentucky,7,South,7,0,2020
Memphis,28,2020-05-28,1690922,5:00 PM,35.0701,-89.8427,5,Tennessee,4,South,4,0,2020
Philadelphia,28,2020-05-28,1691440,10:30 PM,39.9659,-75.23,5,Pennsylvania,4,Northeast,3,1,2020
Boston,27,2020-05-27,1690369,11:45 PM,42.2904,-71.0867,5,Massachusetts,5,Northeast,4,1,2020
Cleveland,27,2020-05-27,1690524,2:30 AM,41.5188,-81.5937,5,Ohio,4,Midwest,3,1,2020
San Jose,27,2020-05-27,1690439,10:00 PM,37.3408,-121.863,5,California,5,West,5,0,2020
Philadelphia,27,2020-05-27,1689419,8:00 AM,39.9919,-75.1217,5,Pennsylvania,4,Northeast,4,0,2020
Vicksburg,26,2020-05-26,1688610,12:45 AM,32.3441,-90.8373,5,Mississippi,4,South,4,0,2020
Philadelphia,26,2020-05-26,1689252,10:00 PM,39.9928,-75.1456,5,Pennsylvania,4,Northeast,4,0,2020
Chicago,26,2020-05-26,1688917,3:34 PM,41.8819,-87.7208,5,Illinois,4,Midwest,2,2,2020
Los Angeles,26,2020-05-26,1689555,10:40 PM,33.9237,-118.294,5,California,5,West,5,0,2020
Bowman,26,2020-05-26,1688753,1:00 AM,33.3479,-80.6853,5,South Carolina,8,South,5,3,2020
Lake Charles,25,2020-05-25,1687999,12:00 AM,30.2334,-93.105,5,Louisiana,5,South,5,0,2020
Saint Louis,24,2020-05-24,1687219,1:02 AM,38.6682,-90.266,5,Missouri,4,Midwest,4,0,2020
Myrtle Beach,24,2020-05-24,1687037,12:30 AM,33.6947,-78.877,5,South Carolina,4,South,4,0,2020
Danville,24,2020-05-24,1687414,6:57 PM,34.5038,-87.067,5,Alabama,4,South,1,3,2020
Houston,23,2020-05-23,1686222,2:15 AM,29.7438,-95.3771,5,Texas,4,South,4,0,2020
Rock Island,23,2020-05-23,1686615,1:26 AM,41.5032,-90.5785,5,Illinois,5,Midwest,4,1,2020
Jonesville,23,2020-05-23,1687027,10:30 PM,34.8222,-81.635,5,South Carolina,7,South,5,2,2020
Charlotte,23,2020-05-23,1687108,9:00 PM,35.1998,-80.7646,5,North Carolina,6,South,6,0,2020
Flint,23,2020-05-23,1687097,11:00 PM,43.0148,-83.7355,5,Michigan,4,Midwest,3,1,2020
Fort Lauderdale (Lauderhill),23,2020-05-23,1686414,1:10 AM,26.1782,-80.2534,5,Florida,5,South,5,0,2020
Daytona Beach,23,2020-05-23,1686747,,29.2267,-81.0067,5,Florida,6,South,6,0,2020
Chicago,23,2020-05-23,1686685,6:25 PM,41.8669,-87.7233,5,Illinois,4,Midwest,3,1,2020
Jackson,23,2020-05-23,1687381,11:00 PM,32.2765,-90.2188,5,Mississippi,4,South,3,1,2020
Cleveland,22,2020-05-22,1686015,1:30 AM,41.4453,-81.5991,5,Ohio,4,Midwest,3,1,2020
Houston,20,2020-05-20,1683810,5:30 AM,29.83,-95.3046,5,Texas,4,South,3,1,2020
Decatur,19,2020-05-19,1683653,1:14 AM,39.8535,-88.9592,5,Illinois,5,Midwest,5,0,2020
Bakersfield,18,2020-05-18,1682322,12:36 AM,35.3981,-119.011,5,California,5,West,5,0,2020
Charleston,17,2020-05-17,1681602,3:00 AM,32.7912,-79.9422,5,South Carolina,4,South,4,0,2020
Saint Matthews,17,2020-05-17,1682233,7:00 PM,33.6649,-80.7779,5,South Carolina,4,South,1,3,2020
Bogalusa,16,2020-05-16,1681588,9:15 PM,30.7752,-89.8533,5,Louisiana,13,South,13,0,2020
Gainesville,15,2020-05-15,1686369,10:00 PM,29.6449,-82.2942,5,Florida,5,South,5,0,2020
Philadelphia,15,2020-05-15,1850080,9:00 PM,40.0192,-75.156,5,Pennsylvania,4,Northeast,4,0,2020
Albuquerque,14,2020-05-14,1680027,8:15 PM,35.0642,-106.568,5,New Mexico,5,West,5,0,2020
Rockford,13,2020-05-13,1679086,7:10 PM,42.2766,-89.1318,5,Illinois,5,Midwest,4,1,2020
Garrison,13,2020-05-13,1678589,12:28 AM,38.5981,-83.1859,5,Kentucky,5,South,4,1,2020
Memphis,13,2020-05-13,1679356,8:30 PM,35.0515,-89.9211,5,Tennessee,4,South,4,0,2020
Montgomery,11,2020-05-11,1677566,6:15 PM,32.3493,-86.3165,5,Alabama,4,South,4,0,2020
Baton Rouge,10,2020-05-10,1676515,3:20 PM,30.4749,-91.1615,5,Louisiana,5,South,5,0,2020
Fort Worth,10,2020-05-10,1676579,6:30 PM,32.697,-97.2536,5,Texas,5,South,5,0,2020
Katy,10,2020-05-10,1676746,9:00 PM,29.8566,-95.6967,5,Texas,5,South,5,0,2020
Saint Louis,9,2020-05-09,1676121,8:22 PM,38.5935,-90.2418,5,Missouri,4,Midwest,4,0,2020
Baltimore,7,2020-05-07,1674802,9:20 PM,39.2803,-76.7005,5,Maryland,4,South,4,0,2020
Houston,6,2020-05-06,1673989,8:30 PM,29.6009,-95.4194,5,Texas,4,South,1,3,2020
Memphis,6,2020-05-06,1674299,11:00 PM,35.0966,-89.9297,5,Tennessee,4,South,2,2,2020
Albany,6,2020-05-06,1673633,1:14 AM,31.6044,-84.108,5,Georgia,4,South,3,1,2020
Columbus,3,2020-05-03,1671289,12:00 AM,39.9565,-82.9135,5,Ohio,4,Midwest,4,0,2020
Jacksonville,3,2020-05-03,1671624,2:33 PM,30.3747,-81.6961,5,Florida,4,South,3,1,2020
Chicago,3,2020-05-03,1671078,3:35 AM,41.8644,-87.7178,5,Illinois,5,Midwest,5,0,2020
Philadelphia,2,2020-05-02,1670970,6:00 PM,39.9583,-75.2368,5,Pennsylvania,4,Northeast,4,0,2020
Indianapolis,29,2020-04-29,1668470,1:00 AM,39.6502,-86.1553,4,Indiana,4,Midwest,4,0,2020
Milwaukee,27,2020-04-27,1666945,10:30 AM,43.0695,-87.9267,4,Wisconsin,5,Midwest,0,5,2020
Troy,26,2020-04-26,1666461,2:00 AM,42.7215,-73.6924,4,New York,4,Northeast,4,0,2020
Salisbury,26,2020-04-26,1666600,11:58 AM,35.6645,-80.454,4,North Carolina,5,South,4,1,2020
Orlando,25,2020-04-25,1666327,11:19 PM,28.5266,-81.4466,4,Florida,5,South,4,1,2020
Memphis,25,2020-04-25,1665834,1:39 AM,35.1184,-89.9692,4,Tennessee,7,South,7,0,2020
Houston,24,2020-04-24,1664933,1:10 AM,29.688,-95.3503,4,Texas,4,South,1,3,2020
Fort Wayne,24,2020-04-24,1665735,9:10 PM,41.0501,-85.0949,4,Indiana,4,Midwest,4,0,2020
Hyattsville,18,2020-04-18,1661537,11:30 PM,38.8988,-76.8758,4,Maryland,4,South,2,2,2020
Greensboro,17,2020-04-17,1660797,5:30 PM,36.045,-79.869,4,North Carolina,4,South,3,1,2020
Springfield,17,2020-04-17,1661218,7:00 PM,42.1159,-72.5584,4,Massachusetts,5,Northeast,4,1,2020
Philadelphia,16,2020-04-16,1659862,1:00 AM,40.0454,-75.0607,4,Pennsylvania,4,Northeast,4,0,2020
Jackson,15,2020-04-15,1659966,9:30 PM,32.2943,-90.2428,4,Mississippi,4,South,3,1,2020
Bakersfield,11,2020-04-11,1656873,12:20 AM,35.3675,-118.931,4,California,6,West,6,0,2020
Muskegon,10,2020-04-10,1656265,12:47 AM,43.2378,-86.2241,4,Michigan,4,Midwest,4,0,2020
Greenwood,8,2020-04-08,1654971,2:15 PM,34.1694,-82.1603,4,South Carolina,4,South,3,1,2020
Detroit,8,2020-04-08,1655674,9:30 PM,42.4273,-82.9572,4,Michigan,4,Midwest,4,0,2020
Anchorage,8,2020-04-08,1656373,10:00 PM,61.1247,-149.804,4,Alaska,4,West,4,0,2020
Chicago,7,2020-04-07,1654341,7:35 PM,41.7376,-87.6728,4,Illinois,4,Midwest,3,1,2020
Brooklyn,5,2020-04-05,1652642,3:00 AM,40.6624,-73.9211,4,New York,4,Northeast,4,0,2020
Los Angeles,5,2020-04-05,1652734,4:00 PM,33.9563,-118.308,4,California,4,West,3,1,2020
Lancaster,5,2020-04-05,1653012,10:00 PM,34.7061,-80.8024,4,South Carolina,5,South,4,1,2020
Lubbock,4,2020-04-04,1652073,1:39 AM,33.5494,-101.863,4,Texas,4,South,2,2,2020
Vidor,4,2020-04-04,1652601,8:00 PM,30.1223,-94.0165,4,Texas,4,South,4,0,2020
Hialeah,4,2020-04-04,1652328,9:30 PM,25.8852,-80.3317,4,Florida,4,South,4,0,2020
Louisville,3,2020-04-03,1651742,8:00 PM,38.2454,-85.8213,4,Kentucky,4,South,4,0,2020
Macon,31,2020-03-31,1649473,9:25 PM,32.7958,-83.6458,3,Georgia,4,South,1,3,2020
Philadelphia,30,2020-03-30,1648832,10:00 PM,39.9946,-75.1678,3,Pennsylvania,5,Northeast,5,0,2020
Atlanta,29,2020-03-29,1648205,11:15 PM,33.7732,-84.3728,3,Georgia,4,South,4,0,2020
Baltimore,28,2020-03-28,1647661,9:30 PM,39.2829,-76.6328,3,Maryland,4,South,3,1,2020
San Antonio,23,2020-03-23,1644111,12:45 AM,29.5566,-98.6201,3,Texas,4,South,4,0,2020
Hanahan,22,2020-03-22,1643775,2:30 AM,32.9072,-80.0025,3,South Carolina,4,South,4,0,2020
Norfolk,20,2020-03-20,1643157,10:50 PM,36.855,-76.2807,3,Virginia,4,South,4,0,2020
Saint Louis,20,2020-03-20,1642826,1:15 AM,38.6737,-90.2108,3,Missouri,4,Midwest,4,0,2020
Jacksonville,18,2020-03-18,1641923,6:10 PM,30.4416,-81.6566,3,Florida,5,South,4,1,2020
Baltimore,17,2020-03-17,1641216,6:27 PM,39.3065,-76.629,3,Maryland,7,South,7,0,2020
Moncure,15,2020-03-15,1640295,5:30 PM,35.5879,-79.0154,3,North Carolina,6,South,0,6,2020
Springfield,15,2020-03-15,1640317,11:42 PM,37.2104,-93.2369,3,Missouri,6,Midwest,2,4,2020
Saginaw,14,2020-03-14,1640007,9:00 PM,43.4022,-83.9087,3,Michigan,4,Midwest,2,2,2020
Albuquerque,14,2020-03-14,1639542,4:00 AM,35.0777,-106.644,3,New Mexico,4,West,3,1,2020
Rockford,13,2020-03-13,1639413,8:00 AM,42.2882,-89.123,3,Illinois,4,Midwest,4,0,2020
New Orleans (Algiers),13,2020-03-13,1640278,6:15 PM,29.9329,-90.0405,3,Louisiana,5,South,5,0,2020
Chester,10,2020-03-10,1637520,2:05 PM,39.839,-75.3743,3,Pennsylvania,4,Northeast,2,2,2020
South Holland,8,2020-03-08,1636471,11:02 PM,41.6034,-87.5835,3,Illinois,4,Midwest,4,0,2020
Rosedale,8,2020-03-08,1635796,12:00 AM,39.3411,-76.5063,3,Maryland,6,South,5,1,2020
Ceres,8,2020-03-08,1636564,9:45 PM,37.5854,-120.954,3,California,4,West,3,1,2020
Cleveland,7,2020-03-07,1635750,11:30 PM,41.4552,-81.6217,3,Ohio,19,Midwest,18,1,2020
Chicago,7,2020-03-07,1635411,4:37 AM,41.7513,-87.6028,3,Illinois,7,Midwest,7,0,2020
Washington,6,2020-03-06,1635118,6:12 PM,38.8941,-76.9114,3,District of Columbia,6,South,6,0,2020
Tulare,4,2020-03-04,1634128,10:30 PM,36.2291,-119.331,3,California,6,West,5,1,2020
Kansas City,29,2020-02-29,1631040,1:30 AM,39.0526,-94.5923,2,Missouri,5,Midwest,4,1,2020
Brighton,29,2020-02-29,1631831,11:30 PM,40.0004,-104.784,2,Colorado,5,West,5,0,2020
Milwaukee,26,2020-02-26,1629488,2:08 PM,43.0441,-87.9624,2,Wisconsin,5,Midwest,0,5,2020
Chicago,25,2020-02-25,1629042,5:20 PM,41.7516,-87.5941,2,Illinois,5,Midwest,4,1,2020
Clarkton,23,2020-02-23,1627335,1:30 AM,34.499,-78.6811,2,North Carolina,4,South,1,3,2020
Houston,23,2020-02-23,1627713,9:00 PM,29.8864,-95.392,2,Texas,7,South,7,0,2020
Caldwell,20,2020-02-20,1625553,4:19 PM,43.6335,-116.693,2,Idaho,4,West,3,1,2020
Greensboro,20,2020-02-20,1625787,3:30 PM,36.0562,-79.7845,2,North Carolina,4,South,4,0,2020
Port Gibson,17,2020-02-17,1623696,11:45 PM,31.8875,-91.0027,2,Mississippi,4,South,2,2,2020
Hartford,16,2020-02-16,1622406,1:30 AM,41.7369,-72.6756,2,Connecticut,5,Northeast,4,1,2020
Pensacola,16,2020-02-16,1622962,11:45 PM,30.419,-87.2244,2,Florida,5,South,4,1,2020
New Orleans,15,2020-02-15,1622340,6:25 PM,29.9348,-90.0854,2,Louisiana,4,South,4,0,2020
Memphis,15,2020-02-15,1622233,6:20 PM,35.075,-90.0839,2,Tennessee,7,South,7,0,2020
Chicago,14,2020-02-14,1621821,9:08 PM,41.7764,-87.6159,2,Illinois,6,Midwest,6,0,2020
Dover,10,2020-02-10,1619064,1:54 AM,39.1594,-75.5276,2,Delaware,5,South,4,1,2020
Houston,8,2020-02-08,1616964,12:45 PM,29.8648,-95.4267,2,Texas,4,South,3,1,2020
Indianapolis,5,2020-02-05,1615155,10:30 PM,39.833,-85.9877,2,Indiana,4,Midwest,0,4,2020
Machias,3,2020-02-03,1613020,10:45 AM,44.6525,-67.4433,2,Maine,4,Northeast,1,3,2020
Lebec,3,2020-02-03,1612716,1:30 AM,34.9406,-118.928,2,California,6,West,5,1,2020
Philadelphia,1,2020-02-01,1612597,10:00 PM,32.773,-89.1171,2,Mississippi,4,South,4,0,2020
Boynton Beach,31,2020-01-31,1611037,8:15 PM,26.5282,-80.0619,1,Florida,4,South,3,1,2020
Delano,31,2020-01-31,1611563,11:12 PM,35.7887,-119.268,1,California,5,West,4,1,2020
Shreveport,31,2020-01-31,1610782,5:00 PM,32.5429,-93.7692,1,Louisiana,4,South,4,0,2020
Merced,30,2020-01-30,1610240,8:00 PM,37.3002,-120.477,1,California,4,West,4,0,2020
Bridgeport,27,2020-01-27,1606554,12:16 PM,41.1805,-73.1909,1,Connecticut,4,Northeast,4,0,2020
Cape Girardeau,26,2020-01-26,1605948,1:00 AM,37.2943,-89.5288,1,Missouri,5,Midwest,5,0,2020
Hartsville,26,2020-01-26,1605752,12:15 AM,34.3695,-80.0715,1,South Carolina,6,South,3,3,2020
Newburgh,26,2020-01-26,1605798,8:00 AM,41.5393,-74.0636,1,New York,4,Northeast,1,3,2020
Salisbury,26,2020-01-26,1605770,12:05 AM,35.6916,-80.5152,1,North Carolina,6,South,6,0,2020
Vanceboro,24,2020-01-24,1606476,,35.2336,-77.1105,1,North Carolina,4,South,0,4,2020
Seattle,22,2020-01-22,1603241,5:01 PM,47.6107,-122.338,1,Washington,7,West,6,1,2020
San Antonio,19,2020-01-19,1600522,8:00 PM,29.4355,-98.4813,1,Texas,7,South,5,2,2020
Kansas City,19,2020-01-19,1600787,11:30 PM,39.0335,-94.4198,1,Missouri,16,Midwest,15,1,2020
Memphis,19,2020-01-19,1600221,12:52 AM,35.0492,-89.8377,1,Tennessee,5,South,4,1,2020
South Houston,18,2020-01-18,1600350,9:48 PM,29.6637,-95.2401,1,Texas,4,South,2,2,2020
Grantsville,17,2020-01-17,1599331,1:00 PM,40.598,-112.431,1,Utah,5,West,1,4,2020
Chicago,16,2020-01-16,1598447,6:15 PM,41.8845,-87.726,1,Illinois,5,Midwest,5,0,2020
Aurora,11,2020-01-11,1594173,11:00 PM,39.6765,-104.787,1,Colorado,5,West,5,0,2020
Bay Saint Louis,8,2020-01-08,1592655,8:00 PM,30.3133,-89.3678,1,Mississippi,4,South,2,2,2020
Atlanta,5,2020-01-05,1588919,2:50 AM,33.7826,-84.4144,1,Georgia,4,South,4,0,2020
Ocala,4,2020-01-04,1588308,10:23 AM,29.1943,-82.1439,1,Florida,4,South,3,1,2020
Brooklyn,2,2020-01-02,1586839,8:15 PM,40.6412,-74.0219,1,New York,4,Northeast,4,0,2020
Cleveland,1,2020-01-01,1585746,1:00 AM,41.5065,-81.6858,1,Ohio,4,Midwest,4,0,2020
Huntington,1,2020-01-01,1585394,1:30 AM,38.4213,-82.4399,1,West Virginia,7,South,7,0,2020
Saint Louis,1,2020-01-01,1585894,12:19 AM,38.5998,-90.2237,1,Missouri,5,Midwest,2,3,2020
Danville,29,2019-12-29,1582816,12:40 AM,40.1554,-87.6146,12,Illinois,5,Midwest,5,0,2019
Buffalo,29,2019-12-29,1582197,1:00 AM,42.9564,-78.8999,12,New York,4,Northeast,3,1,2019
Ceres,29,2019-12-29,1583444,3:00 AM,37.5908,-120.983,12,California,5,West,5,0,2019
Modesto,27,2019-12-27,1581590,4:21 PM,37.6144,-121.027,12,California,4,West,3,1,2019
Houston,27,2019-12-27,1581103,9:30 PM,29.8844,-95.4058,12,Texas,9,South,7,2,2019
Kennesaw,27,2019-12-27,1581476,9:30 PM,33.9917,-84.5892,12,Georgia,4,South,4,0,2019
Saint Petersburg,26,2019-12-26,1580308,12:01 AM,27.7297,-82.6406,12,Florida,5,South,5,0,2019
Oakland,25,2019-12-25,1579889,6:13 PM,37.7838,-122.219,12,California,4,West,4,0,2019
Coralville,25,2019-12-25,1579970,9:32 PM,41.6863,-91.6016,12,Iowa,4,Midwest,3,1,2019
Richmond,25,2019-12-25,1579856,12:50 AM,37.533,-77.4274,12,Virginia,4,South,3,1,2019
New Orleans,24,2019-12-24,1579266,5:35 PM,29.9241,-89.9847,12,Louisiana,4,South,4,0,2019
Joliet,24,2019-12-24,1594317,6:30 PM,41.5464,-88.0534,12,Illinois,5,Midwest,5,0,2019
High Point,24,2019-12-24,1579220,4:30 PM,35.9791,-79.9799,12,North Carolina,6,South,6,0,2019
Baltimore,22,2019-12-22,1577577,2:10 AM,39.2926,-76.618,12,Maryland,7,South,7,0,2019
Minneapolis (Spring Lake Park),22,2019-12-22,1577688,12:08 AM,45.1224,-93.2343,12,Minnesota,8,Midwest,7,1,2019
Chicago,22,2019-12-22,1577518,12:35 AM,41.7904,-87.6539,12,Illinois,12,Midwest,12,0,2019
Edgard,21,2019-12-21,1578711,11:30 PM,30.045,-90.5662,12,Louisiana,4,South,4,0,2019
Waynesboro,20,2019-12-20,1577046,8:15 PM,31.6706,-88.646,12,Mississippi,7,South,6,1,2019
Tuskegee,20,2019-12-20,1577438,11:50 PM,32.3992,-85.7199,12,Alabama,4,South,2,2,2019
San Antonio,18,2019-12-18,1575175,8:45 PM,29.3547,-98.5323,12,Texas,4,South,4,0,2019
Great Falls,17,2019-12-17,1573754,2:00 AM,47.4944,-111.278,12,Montana,4,West,1,3,2019
Columbus,15,2019-12-15,1572275,4:00 AM,32.4941,-84.9851,12,Georgia,5,South,4,1,2019
Ivanhoe,14,2019-12-14,1573471,8:30 PM,36.3821,-119.222,12,California,4,West,4,0,2019
Saint Louis (Moline Acres),12,2019-12-12,1571348,10:00 PM,38.7469,-90.2397,12,Missouri,4,Midwest,3,1,2019
Jersey City,10,2019-12-10,1568230,12:30 PM,40.7071,-74.0837,12,New Jersey,7,Northeast,3,4,2019
Desoto,8,2019-12-08,1567932,7:50 PM,32.618,-96.8578,12,Texas,5,South,3,2,2019
New Orleans,8,2019-12-08,1567231,,29.9489,-90.099,12,Louisiana,5,South,4,1,2019
Pensacola,6,2019-12-06,1565216,7:15 AM,30.3552,-87.2682,12,Florida,11,South,8,3,2019
Montgomery,4,2019-12-04,1564524,8:45 PM,32.3726,-86.2039,12,Alabama,4,South,2,2,2019
Kalamazoo,1,2019-12-01,1562685,10:00 PM,42.2853,-85.5061,12,Michigan,4,Midwest,3,1,2019
Cotton Valley,1,2019-12-01,1562043,1:30 AM,32.8124,-93.4296,12,Louisiana,5,South,3,2,2019
New Orleans,1,2019-12-01,1561966,1:00 PM,29.9823,-90.065,12,Louisiana,4,South,2,2,2019
Aurora,1,2019-12-01,1561813,4:00 AM,41.7521,-88.3106,12,Illinois,5,Midwest,4,1,2019
New Orleans,1,2019-12-01,1561734,3:21 AM,29.953,-90.0694,12,Louisiana,11,South,11,0,2019
Hensley,30,2019-11-30,1561398,1:00 AM,34.5441,-92.3551,11,Arkansas,5,South,5,0,2019
Amarillo,29,2019-11-29,1560645,2:45 AM,35.2417,-101.83,11,Texas,7,South,7,0,2019
Bronx,27,2019-11-27,1559257,4:00 PM,40.8194,-73.9183,11,New York,5,Northeast,5,0,2019
Brownsville,25,2019-11-25,1558067,7:00 PM,25.8152,-80.2425,11,Florida,4,South,2,2,2019
Birmingham,24,2019-11-24,1557006,12:30 AM,33.4996,-86.861,11,Alabama,5,South,4,1,2019
Los Angeles,24,2019-11-24,1556633,1:15 AM,34.0391,-118.258,11,California,6,West,6,0,2019
Cottonport,24,2019-11-24,1556984,2:00 AM,30.9915,-92.0809,11,Louisiana,4,South,2,2,2019
Los Angeles,23,2019-11-23,1555879,,34.0425,-118.255,11,California,4,West,4,0,2019
Tallulah,23,2019-11-23,1556002,,32.408,-91.1883,11,Louisiana,7,South,6,1,2019
Everett,21,2019-11-21,1554807,2:45 AM,47.9206,-122.235,11,Washington,4,West,4,0,2019
Long Beach,21,2019-11-21,1555135,10:00 PM,33.7788,-118.179,11,California,5,West,5,0,2019
Richmond,20,2019-11-20,1554446,4:00 PM,37.94,-122.351,11,California,4,West,4,0,2019
Newark,18,2019-11-18,1552068,5:10 PM,40.7455,-74.1963,11,New Jersey,5,Northeast,4,1,2019
Fresno,17,2019-11-17,1551531,,36.7609,-119.716,11,California,10,West,6,4,2019
Cleveland,17,2019-11-17,1551162,2:00 PM,41.4761,-81.7337,11,Ohio,4,Midwest,4,0,2019
San Diego,16,2019-11-16,1550546,6:49 AM,32.6779,-117.069,11,California,5,West,0,5,2019
Santa Clarita,14,2019-11-14,1548689,7:38 AM,34.4423,-118.518,11,California,5,West,3,2,2019
Belle Glade,11,2019-11-11,1547021,,26.6804,-80.6761,11,Florida,4,South,4,0,2019
Aurora,11,2019-11-11,1546983,2:30 AM,39.709,-104.863,11,Colorado,6,West,6,0,2019
Kansas City,10,2019-11-10,1546102,2:40 AM,39.1056,-94.527,11,Missouri,4,Midwest,4,0,2019
Memphis,10,2019-11-10,1546038,3:39 AM,35.0611,-89.9944,11,Tennessee,5,South,4,1,2019
Little Rock,10,2019-11-10,1546155,5:00 PM,34.7402,-92.3071,11,Arkansas,4,South,4,0,2019
Detroit,9,2019-11-09,1545955,10:55 PM,42.347,-83.0602,11,Michigan,4,Midwest,4,0,2019
Charlotte,9,2019-11-09,1545152,5:16 AM,35.112,-80.8634,11,North Carolina,4,South,2,2,2019
Vidalia,9,2019-11-09,1546508,8:45 PM,32.2279,-82.4084,11,Georgia,4,South,4,0,2019
Conyers,7,2019-11-07,1543835,12:50 PM,33.6845,-83.9866,11,Georgia,4,South,3,1,2019
Houston,4,2019-11-04,1541774,4:15 PM,29.6714,-95.3485,11,Texas,4,South,3,1,2019
Toledo,3,2019-11-03,1540863,2:34 AM,41.6618,-83.5214,11,Ohio,4,Midwest,4,0,2019
Nacogdoches,3,2019-11-03,1540841,9:00 AM,31.6523,-94.7328,11,Texas,4,South,3,1,2019
Baton Rouge,2,2019-11-02,1540280,4:30 PM,30.4261,-91.1809,11,Louisiana,4,South,4,0,2019
Detroit,2,2019-11-02,1540240,4:55 AM,42.376,-83.0224,11,Michigan,5,Midwest,4,1,2019
Tolleson,1,2019-11-01,1539572,1:00 AM,33.4249,-112.247,11,Arizona,5,West,5,0,2019
San Angelo,1,2019-11-01,1539557,4:30 AM,31.4441,-100.433,11,Texas,4,South,4,0,2019
Orinda,31,2019-10-31,1539347,10:45 PM,37.8734,-122.183,10,California,8,West,3,5,2019
Philadelphia,30,2019-10-30,1537992,12:40 PM,39.949,-75.2232,10,Pennsylvania,4,Northeast,0,4,2019
Long Beach,29,2019-10-29,1537672,10:44 PM,33.7755,-118.16,10,California,12,West,9,3,2019
Baltimore,29,2019-10-29,1537044,1:06 AM,39.3317,-76.6957,10,Maryland,4,South,3,1,2019
Baltimore,28,2019-10-28,1536787,7:33 PM,39.3372,-76.6631,10,Maryland,4,South,3,1,2019
Detroit,27,2019-10-27,1536706,7:00 PM,42.4412,-83.0318,10,Michigan,4,Midwest,4,0,2019
Lansing,27,2019-10-27,1535629,1:30 AM,42.6692,-84.5763,10,Michigan,5,Midwest,4,1,2019
