City_or_County,Day,Incident_Date,Incident_ID,Incident_Time,Latitude,Longitude,Month,State_Name,Total_Victims,US_Region,Victims_Injured,Victims_Killed,Year,State_Political_Color,State_PopEstimate,City_PopEstimate
Westcliffe,20,2023-11-20,2760730,1:00 PM,38.2155,-105.361,11,Colorado,4,West,1,3,2023,BLUE,5877610,495
Port Arthur,19,2023-11-19,2759654,12:20 AM,29.9198,-93.9219,11,Texas,5,South,5,0,2023,RED,30503301,55547
Memphis,18,2023-11-18,2758871,5:43 PM,35.0484,-90.1023,11,Tennessee,5,South,1,4,2023,RED,7126489,618639
Little Rock,18,2023-11-18,2759002,7:29 PM,34.7415,-92.353,11,Arkansas,4,South,3,1,2023,RED,3067732,203842
Lemon Grove,18,2023-11-18,2759046,8:15 PM,32.7287,-117.006,11,California,5,West,5,0,2023,BLUE,38965193,27569
Willoughby,16,2023-11-16,2757292,4:30 PM,41.647,-81.3841,11,Ohio,4,Midwest,1,3,2023,PURPLE,11785935,24163
Springfield,14,2023-11-14,2755393,6:20 PM,42.1123,-72.6023,11,Massachusetts,4,Northeast,3,1,2023,BLUE,7001399,153672
Puyallup,12,2023-11-12,2753283,1:39 AM,47.1183,-122.276,11,Washington,6,West,6,0,2023,BLUE,7812880,42179
Pearland,12,2023-11-12,2753565,5:34 PM,29.5954,-95.287,11,Texas,5,South,4,1,2023,RED,30503301,127736
Portsmouth,11,2023-11-11,2753236,11:01 PM,36.8232,-76.3445,11,Virginia,4,South,4,0,2023,BLUE,8715698,96793
Birmingham,10,2023-11-10,2752316,4:40 PM,33.5109,-86.8774,11,Alabama,4,South,4,0,2023,RED,5108468,196644
Independence,10,2023-11-10,2752208,2:20 PM,39.0455,-94.3581,11,Missouri,4,Midwest,4,0,2023,RED,6196156,120922
Phoenix,5,2023-11-05,2747768,12:30 AM,33.4987,-112.105,11,Arizona,4,West,4,0,2023,PURPLE,7431344,1650070
Indianapolis,5,2023-11-05,2747938,1:20 AM,39.6808,-86.1299,11,Indiana,6,Midwest,5,1,2023,RED,6862199,888578
Hempstead,5,2023-11-05,2748473,10:45 PM,30.1027,-95.97,11,Texas,7,South,7,0,2023,RED,30503301,6537
Atlanta,5,2023-11-05,2748157,4:00 PM,33.687,-84.3554,11,Georgia,6,South,6,0,2023,PURPLE,11029227,510823
Tacoma,5,2023-11-05,2748070,1:30 AM,47.2554,-122.472,11,Washington,5,West,3,2,2023,BLUE,7812880,222906
Denver,5,2023-11-05,2747734,3:00 AM,39.7635,-104.923,11,Colorado,5,West,3,2,2023,BLUE,5877610,716577
Cleveland,4,2023-11-04,2747153,2:45 AM,41.5495,-81.5191,11,Ohio,4,Midwest,3,1,2023,PURPLE,11785935,362656
Galveston,4,2023-11-04,2748287,10:50 PM,29.3079,-94.7923,11,Texas,6,South,6,0,2023,RED,30503301,53237
Cincinnati,3,2023-11-03,2746785,9:30 PM,39.1123,-84.524,11,Ohio,6,Midwest,5,1,2023,PURPLE,11785935,311097
Dallas,1,2023-11-01,2744799,1:30 AM,32.7701,-96.7551,11,Texas,5,South,5,0,2023,RED,30503301,1302868
Salinas,31,2023-10-31,2745105,11:30 PM,36.7031,-121.646,10,California,7,West,7,0,2023,BLUE,38965193,159506
Minneapolis,30,2023-10-30,2743289,3:18 AM,44.9638,-93.2469,10,Minnesota,4,Midwest,4,0,2023,BLUE,5737915,425115
Wilson,29,2023-10-29,2743711,12:20 AM,35.6983,-77.9314,10,North Carolina,4,South,4,0,2023,RED,10835491,47833
Dodge City,29,2023-10-29,2742403,1:15 AM,37.7524,-100.014,10,Kansas,4,Midwest,2,2,2023,RED,2940546,27514
Tampa,29,2023-10-29,2742030,2:47 AM,27.9603,-82.4414,10,Florida,17,South,15,2,2023,PURPLE,22610726,403364
Indianapolis,29,2023-10-29,2742012,12:30 AM,39.8762,-86.081,10,Indiana,10,Midwest,9,1,2023,RED,6862199,888578
Atlanta,29,2023-10-29,2742160,5:00 AM,33.7574,-84.3823,10,Georgia,4,South,3,1,2023,PURPLE,11029227,510823
Chicago,29,2023-10-29,2742143,1:00 AM,41.8645,-87.7254,10,Illinois,15,Midwest,15,0,2023,BLUE,12549689,2664452
Wiggins,29,2023-10-29,2743269,,30.9243,-89.1724,10,Mississippi,4,South,3,1,2023,RED,2939690,4259
Azusa,29,2023-10-29,2743031,10:27 PM,34.1113,-117.913,10,California,4,West,4,0,2023,BLUE,38965193,48272
Las Cruces,28,2023-10-28,2742572,11:30 PM,32.3053,-106.733,10,New Mexico,7,West,7,0,2023,BLUE,2114371,114892
Lake Charles,28,2023-10-28,2742231,11:55 PM,30.2423,-93.1465,10,Louisiana,6,South,6,0,2023,RED,4573749,79633
Chula Vista,28,2023-10-28,2742471,7:16 PM,32.6217,-116.966,10,California,4,West,4,0,2023,BLUE,38965193,274333
Decatur,28,2023-10-28,2742414,11:05 PM,33.7389,-84.2832,10,Georgia,4,South,4,0,2023,PURPLE,11029227,24307
Texarkana,28,2023-10-28,2741949,9:00 PM,33.4272,-94.0431,10,Texas,6,South,3,3,2023,RED,30503301,35741
Chicago,28,2023-10-28,2741453,12:47 AM,41.918,-87.7596,10,Illinois,4,Midwest,4,0,2023,BLUE,12549689,2664452
Cumberland,28,2023-10-28,2741772,1:40 AM,39.6508,-78.7628,10,Maryland,4,South,3,1,2023,BLUE,6180253,18751
Little Rock,27,2023-10-27,2746094,5:00 PM,34.6701,-92.3623,10,Arkansas,5,South,4,1,2023,RED,3067732,203842
Mansfield,27,2023-10-27,2741490,11:40 PM,40.7363,-82.5083,10,Ohio,6,Midwest,4,2,2023,PURPLE,11785935,47711
Clinton,26,2023-10-26,2739575,12:41 AM,34.8654,-78.3435,10,North Carolina,5,South,0,5,2023,RED,10835491,8320
Lewiston,25,2023-10-25,2738185,6:56 PM,44.1254,-70.1972,10,Maine,31,Northeast,13,18,2023,BLUE,1395722,38404
Greenville,24,2023-10-24,2737798,7:20 PM,35.5892,-77.3501,10,North Carolina,4,South,3,1,2023,RED,10835491,90053
Chicago,23,2023-10-23,2736792,9:11 PM,41.782,-87.6633,10,Illinois,4,Midwest,3,1,2023,BLUE,12549689,2664452
Durango,23,2023-10-23,2737647,9:30 PM,37.2607,-107.878,10,Colorado,4,West,3,1,2023,BLUE,5877610,19534
Meridian,22,2023-10-22,2735504,,32.3626,-88.7016,10,Mississippi,4,South,3,1,2023,RED,2939690,33551
Pine Bluff,22,2023-10-22,2735299,12:41 AM,34.2313,-92.0202,10,Arkansas,4,South,3,1,2023,RED,3067732,39123
College Station,21,2023-10-21,2735026,1:38 AM,30.608,-96.3078,10,Texas,4,South,4,0,2023,RED,30503301,125192
Borger,21,2023-10-21,2735343,9:30 PM,35.6737,-101.39,10,Texas,4,South,3,1,2023,RED,30503301,12115
Santa Maria,21,2023-10-21,2735073,12:32 AM,34.9622,-120.43,10,California,4,West,3,1,2023,BLUE,38965193,109987
Fayetteville,21,2023-10-21,2735271,9:27 PM,35.0782,-78.8974,10,North Carolina,4,South,3,1,2023,RED,10835491,209749
Monroe,21,2023-10-21,2735817,10:16 PM,32.5136,-92.0819,10,Louisiana,6,South,5,1,2023,RED,4573749,46616
Oakley,21,2023-10-21,2735260,11:12 PM,37.9718,-121.727,10,California,4,West,3,1,2023,BLUE,38965193,45761
Alexandria,20,2023-10-20,2735403,6:41 PM,31.3088,-92.4627,10,Louisiana,4,South,4,0,2023,RED,4573749,43466
Lincoln,20,2023-10-20,2734098,12:45 AM,40.8136,-96.7026,10,Nebraska,4,Midwest,4,0,2023,RED,1978379,294757
Toppenish,19,2023-10-19,2733549,5:00 AM,46.3787,-120.307,10,Washington,4,West,1,3,2023,BLUE,7812880,8650
Columbus,18,2023-10-18,2733136,5:15 PM,39.9705,-82.9659,10,Ohio,4,Midwest,4,0,2023,PURPLE,11785935,913175
Augusta,17,2023-10-17,2732484,6:00 PM,33.4668,-81.9494,10,Georgia,4,South,4,0,2023,PURPLE,11029227,200884
Anne Arundel,16,2023-10-16,2731511,8:40 PM,39.1206,-76.7084,10,Maryland,4,South,4,0,2023,BLUE,6180253,594582
Los Angeles,16,2023-10-16,2731681,9:30 PM,34.1508,-118.366,10,California,4,West,1,3,2023,BLUE,38965193,3820914
Barnwell,15,2023-10-15,2731021,12:00 AM,33.2403,-81.3989,10,South Carolina,6,South,5,1,2023,RED,5373555,4577
Minneapolis,15,2023-10-15,2730602,12:10 AM,44.9829,-93.2752,10,Minnesota,4,Midwest,4,0,2023,BLUE,5737915,425115
Denver,14,2023-10-14,2729845,1:37 AM,39.7718,-104.844,10,Colorado,6,West,3,3,2023,BLUE,5877610,716577
Cleveland,13,2023-10-13,2730782,11:00 PM,33.7208,-90.7189,10,Mississippi,4,South,2,2,2023,RED,2939690,10401
Kansas City,13,2023-10-13,2729811,4:30 PM,39.1009,-94.5421,10,Missouri,5,Midwest,5,0,2023,RED,6196156,510704
Princeton,12,2023-10-12,2728246,8:00 AM,45.5709,-93.7705,10,Minnesota,5,Midwest,5,0,2023,BLUE,5737915,5312
Madison,10,2023-10-10,2727876,8:00 PM,43.0985,-89.2805,10,Wisconsin,4,Midwest,3,1,2023,PURPLE,5910955,280305
Chicago,8,2023-10-08,2725771,2:38 AM,41.894,-87.6356,10,Illinois,8,Midwest,8,0,2023,BLUE,12549689,2664452
Indiana,8,2023-10-08,2725838,12:30 AM,40.6328,-79.1452,10,Pennsylvania,9,Northeast,8,1,2023,PURPLE,12961683,14289
Gonzales,8,2023-10-08,2726444,9:00 PM,30.2484,-90.9262,10,Louisiana,7,South,7,0,2023,RED,4573749,13737
Chicago,7,2023-10-07,2725206,12:32 PM,41.9737,-87.6581,10,Illinois,4,Midwest,4,0,2023,BLUE,12549689,2664452
Inglewood,7,2023-10-07,2725669,4:40 PM,33.9603,-118.33,10,California,5,West,3,2,2023,BLUE,38965193,102865
Reno,6,2023-10-06,2725422,10:45 PM,39.5375,-119.862,10,Nevada,7,West,7,0,2023,BLUE,3194176,274915
Florence,6,2023-10-06,2725126,10:45 PM,34.2093,-79.7562,10,South Carolina,4,South,4,0,2023,RED,5373555,40609
Washington,6,2023-10-06,2725133,11:30 PM,38.9118,-77.0065,10,District of Columbia,5,South,5,0,2023,BLUE,678972,678972
Philadelphia,4,2023-10-04,2723247,7:30 PM,40.0606,-75.0741,10,Pennsylvania,4,Northeast,4,0,2023,PURPLE,12961683,1550542
St. Paul,4,2023-10-04,2723237,7:47 PM,44.9775,-93.0354,10,Minnesota,4,Midwest,3,1,2023,BLUE,5737915,303820
Los Angeles,4,2023-10-04,2723347,12:45 PM,33.9547,-118.256,10,California,5,West,4,1,2023,BLUE,38965193,3820914
Baltimore,3,2023-10-03,2722363,9:30 PM,39.3406,-76.5847,10,Maryland,5,South,5,0,2023,BLUE,6180253,565239
Philadelphia,2,2023-10-02,2720893,5:00 AM,40.0477,-75.1011,10,Pennsylvania,4,Northeast,1,3,2023,PURPLE,12961683,1550542
Toledo,1,2023-10-01,2720910,5:22 PM,41.6317,-83.5204,10,Ohio,4,Midwest,4,0,2023,PURPLE,11785935,265304
Lexington-Fayette,1,2023-10-01,2720112,1:40 AM,38.0486,-84.4985,10,Kentucky,4,South,4,0,2023,RED,4526154,320154
Chicago,1,2023-10-01,2720476,2:32 PM,41.8798,-87.702,10,Illinois,4,Midwest,2,2,2023,BLUE,12549689,2664452
Omaha,1,2023-10-01,2720136,2:30 AM,41.2756,-95.947,10,Nebraska,6,Midwest,5,1,2023,RED,1978379,483335
Houston,1,2023-10-01,2720311,10:26 AM,29.9032,-95.627,10,Texas,4,South,2,2,2023,RED,30503301,2314157
Jersey City,1,2023-10-01,2720526,2:36 AM,40.7158,-74.0943,10,New Jersey,5,Northeast,5,0,2023,BLUE,9290841,291657
Laredo,30,2023-09-30,2720419,10:00 PM,27.5293,-99.4889,9,Texas,4,South,4,0,2023,RED,30503301,257602
Lomita,30,2023-09-30,2720128,11:35 PM,33.757,-118.299,9,California,4,West,3,1,2023,BLUE,38965193,19782
Lake Charles,29,2023-09-29,2719793,11:30 PM,30.2273,-93.1879,9,Louisiana,4,South,3,1,2023,RED,4573749,79633
Washington,27,2023-09-27,2717131,9:50 PM,38.9223,-76.9851,9,District of Columbia,5,South,3,2,2023,BLUE,678972,678972
Dallas,25,2023-09-25,2715316,2:00 PM,32.7752,-96.7398,9,Texas,4,South,3,1,2023,RED,30503301,1302868
Jacksonville,25,2023-09-25,2715722,10:30 PM,30.3898,-81.7152,9,Florida,6,South,6,0,2023,PURPLE,22610726,985843
Oklahoma City,24,2023-09-24,2714225,3:00 AM,35.4383,-97.5546,9,Oklahoma,4,South,4,0,2023,RED,4053824,702767
Columbia,24,2023-09-24,2714677,2:00 PM,34.0963,-81.0357,9,South Carolina,4,South,1,3,2023,RED,5373555,142416
Jacksonville,23,2023-09-23,2714319,10:00 PM,30.2446,-81.5526,9,Florida,4,South,1,3,2023,PURPLE,22610726,985843
Covington,23,2023-09-23,2714462,11:15 PM,35.6053,-89.6313,9,Tennessee,5,South,4,1,2023,RED,7126489,8568
Chesapeake,23,2023-09-23,2713920,5:00 PM,36.8157,-76.2564,9,Virginia,5,South,4,1,2023,BLUE,8715698,253886
Downey,23,2023-09-23,2713404,1:20 AM,33.9414,-118.132,9,California,4,West,4,0,2023,BLUE,38965193,108816
Washington,23,2023-09-23,2714081,11:59 PM,38.9004,-76.9863,9,District of Columbia,4,South,3,1,2023,BLUE,678972,678972
Pomona,22,2023-09-22,2713409,10:45 PM,34.0589,-117.726,9,California,5,West,4,1,2023,BLUE,38965193,145502
Minneapolis,22,2023-09-22,2713882,10:40 PM,44.9484,-93.2881,9,Minnesota,4,Midwest,4,0,2023,BLUE,5737915,425115
Spring Lake,18,2023-09-18,2710366,7:45 PM,35.1664,-78.9672,9,North Carolina,4,South,3,1,2023,RED,10835491,11507
Charlotte,18,2023-09-18,2709172,2:30 AM,35.228,-80.8417,9,North Carolina,4,South,4,0,2023,RED,10835491,911311
El Paso,17,2023-09-17,2708659,1:00 AM,31.7969,-106.262,9,Texas,5,South,3,2,2023,RED,30503301,678958
Romeoville,17,2023-09-17,2709153,8:43 PM,41.6491,-88.0831,9,Illinois,5,Midwest,0,5,2023,BLUE,12549689,40955
Boston,17,2023-09-17,2708996,8:36 PM,42.2898,-71.0853,9,Massachusetts,5,Northeast,5,0,2023,BLUE,7001399,653833
South Bend,16,2023-09-16,2708490,10:30 PM,41.6666,-86.2821,9,Indiana,4,Midwest,4,0,2023,RED,6862199,103395
Denver,16,2023-09-16,2708514,11:15 PM,39.7532,-104.994,9,Colorado,5,West,5,0,2023,BLUE,5877610,716577
Tchula,15,2023-09-15,2710554,11:00 PM,33.1888,-90.2232,9,Mississippi,7,South,6,1,2023,RED,2939690,1630
Philadelphia,13,2023-09-13,2706325,10:30 PM,39.9879,-75.144,9,Pennsylvania,4,Northeast,4,0,2023,PURPLE,12961683,1550542
Palm Bay,11,2023-09-11,2704430,8:30 PM,27.9853,-80.6358,9,Florida,4,South,4,0,2023,PURPLE,22610726,135566
Detroit,10,2023-09-10,2703680,7:00 PM,42.3561,-83.2186,9,Michigan,4,Midwest,2,2,2023,PURPLE,10037261,633218
Indianapolis,10,2023-09-10,2703436,1:18 AM,39.8083,-86.173,9,Indiana,5,Midwest,5,0,2023,RED,6862199,888578
Jersey City,10,2023-09-10,2704593,2:30 AM,40.7104,-74.0796,9,New Jersey,5,Northeast,5,0,2023,BLUE,9290841,291657
Chicago,9,2023-09-09,2702902,6:20 PM,41.7764,-87.6159,9,Illinois,4,Midwest,4,0,2023,BLUE,12549689,2664452
Rock Hill,9,2023-09-09,2703975,11:30 PM,34.8921,-81.0411,9,South Carolina,4,South,4,0,2023,RED,5373555,75654
Dallas,7,2023-09-07,2701771,4:00 PM,32.7443,-96.7583,9,Texas,4,South,3,1,2023,RED,30503301,1302868
Kings,6,2023-09-06,2700661,3:45 PM,40.6974,-73.9418,9,New York,4,Northeast,4,0,2023,BLUE,19571216,2561225
Jackson,6,2023-09-06,2701037,1:30 PM,32.3469,-90.1938,9,Mississippi,4,South,3,1,2023,RED,2939690,143709
El Paso,6,2023-09-06,2701233,6:05 PM,31.6198,-106.271,9,Texas,4,South,4,0,2023,RED,30503301,678958
Chicago,5,2023-09-05,2699229,1:35 AM,41.8762,-87.7435,9,Illinois,4,Midwest,4,0,2023,BLUE,12549689,2664452
Dublin,4,2023-09-04,2699475,,32.5396,-82.9047,9,Georgia,4,South,3,1,2023,PURPLE,11029227,16008
Birmingham,4,2023-09-04,2698496,2:00 AM,33.5117,-86.8223,9,Alabama,5,South,3,2,2023,RED,5108468,196644
Atlanta,3,2023-09-03,2698171,10:00 AM,33.7725,-84.505,9,Georgia,5,South,5,0,2023,PURPLE,11029227,510823
Freeport,3,2023-09-03,2698160,12:20 AM,42.2932,-89.6135,9,Illinois,4,Midwest,3,1,2023,BLUE,12549689,23136
High Point,3,2023-09-03,2698786,8:30 PM,35.9868,-79.979,9,North Carolina,4,South,3,1,2023,RED,10835491,116926
Galveston,3,2023-09-03,2698107,1:25 AM,29.1144,-95.0849,9,Texas,4,South,2,2,2023,RED,30503301,53237
Lynn,2,2023-09-02,2697278,2:20 AM,42.4722,-70.9341,9,Massachusetts,7,Northeast,5,2,2023,BLUE,7001399,101241
Peoria,30,2023-08-30,2695354,9:00 PM,40.677,-89.6288,8,Illinois,5,Midwest,4,1,2023,BLUE,12549689,110460
Houston,30,2023-08-30,2695977,10:10 PM,29.7365,-95.4766,8,Texas,4,South,4,0,2023,RED,30503301,2314157
Rochester,29,2023-08-29,2694045,8:15 PM,43.1588,-77.599,8,New York,4,Northeast,4,0,2023,BLUE,19571216,207274
Mansfield,27,2023-08-27,2692290,2:30 AM,40.7549,-82.5247,8,Ohio,4,Midwest,3,1,2023,PURPLE,11785935,47711
Jefferson,27,2023-08-27,2691802,3:00 AM,38.2546,-85.7479,8,Kentucky,6,South,4,2,2023,RED,4526154,772144
Detroit,27,2023-08-27,2692120,4:05 AM,42.374,-83.1474,8,Michigan,5,Midwest,4,1,2023,PURPLE,10037261,633218
Cleveland,27,2023-08-27,2691769,2:31 AM,41.4582,-81.7674,8,Ohio,4,Midwest,4,0,2023,PURPLE,11785935,362656
Pueblo,27,2023-08-27,2692512,1:00 AM,38.2461,-104.609,8,Colorado,4,West,3,1,2023,BLUE,5877610,111077
Orem,26,2023-08-26,2691275,1:13 AM,40.2914,-111.693,8,Utah,5,West,5,0,2023,RED,3417734,95519
Boston,26,2023-08-26,2690924,7:44 AM,42.2948,-71.0869,8,Massachusetts,7,Northeast,7,0,2023,BLUE,7001399,653833
Ripley,26,2023-08-26,2692026,,34.744,-88.954,8,Mississippi,4,South,4,0,2023,RED,2939690,5338
Tallahassee,25,2023-08-25,2690914,11:30 PM,30.4578,-84.3174,8,Florida,4,South,4,0,2023,PURPLE,22610726,202221
Pasadena,25,2023-08-25,2690809,7:33 PM,34.1578,-118.149,8,California,5,West,5,0,2023,BLUE,38965193,133560
Hartville,24,2023-08-24,2690239,7:30 PM,40.9787,-81.3616,8,Ohio,4,Midwest,0,4,2023,PURPLE,11785935,3385
Rancho Santa Margarita,23,2023-08-23,2688942,7:30 PM,33.6838,-117.62,8,California,8,West,5,3,2023,BLUE,38965193,46182
Warren,23,2023-08-23,2688888,8:00 PM,41.2056,-80.7785,8,Ohio,4,Midwest,4,0,2023,PURPLE,11785935,38751
Chicago,22,2023-08-22,2688256,7:50 PM,41.8601,-87.7113,8,Illinois,4,Midwest,3,1,2023,BLUE,12549689,2664452
Upper Darby,21,2023-08-21,2686943,5:00 PM,39.9497,-75.2614,8,Pennsylvania,4,Northeast,3,1,2023,PURPLE,12961683,84893
Valley Stream,21,2023-08-21,2687693,8:30 PM,40.6765,-73.7263,8,New York,4,Northeast,3,1,2023,BLUE,19571216,40007
Seattle,20,2023-08-20,2685998,4:30 AM,47.5833,-122.302,8,Washington,9,West,6,3,2023,BLUE,7812880,755078
Denison,20,2023-08-20,2687319,10:15 PM,33.7528,-96.5512,8,Texas,4,South,3,1,2023,RED,30503301,26343
Minneapolis,20,2023-08-20,2686221,5:57 PM,44.9629,-93.2617,8,Minnesota,8,Midwest,8,0,2023,BLUE,5737915,425115
Milwaukee,20,2023-08-20,2686454,8:45 PM,43.0123,-87.9269,8,Wisconsin,4,Midwest,4,0,2023,PURPLE,5910955,561385
Louisville,20,2023-08-20,2686543,8:20 PM,33.0149,-82.3896,8,Georgia,5,South,5,0,2023,PURPLE,11029227,2289
Milwaukee,19,2023-08-19,2686047,11:45 PM,43.0101,-87.9295,8,Wisconsin,9,Midwest,9,0,2023,PURPLE,5910955,561385
Philadelphia,19,2023-08-19,2685196,1:30 AM,39.9689,-75.2245,8,Pennsylvania,9,Northeast,8,1,2023,PURPLE,12961683,1550542
Macon,19,2023-08-19,2685332,3:00 AM,32.8214,-83.6727,8,Georgia,4,South,3,1,2023,PURPLE,11029227,11817
Wilmington,19,2023-08-19,2686338,11:15 PM,39.731,-75.5418,8,Delaware,4,South,4,0,2023,BLUE,1031890,71675
Norfolk,18,2023-08-18,2684327,2:31 AM,36.8472,-76.2705,8,Virginia,4,South,4,0,2023,BLUE,8715698,230930
Chicago,18,2023-08-18,2685046,11:50 PM,41.8641,-87.7129,8,Illinois,4,Midwest,4,0,2023,BLUE,12549689,2664452
Alexandria,16,2023-08-16,2684071,10:50 PM,31.3034,-92.4731,8,Louisiana,5,South,4,1,2023,RED,4573749,43466
East St. Louis,16,2023-08-16,2683130,8:30 PM,38.6323,-90.1108,8,Illinois,5,Midwest,4,1,2023,BLUE,12549689,17642
Oklahoma City,16,2023-08-16,2683213,11:30 PM,35.4736,-97.6422,8,Oklahoma,4,South,0,4,2023,RED,4053824,702767
Jefferson,16,2023-08-16,2682756,3:45 PM,38.2535,-85.7809,8,Kentucky,4,South,4,0,2023,RED,4526154,772144
Clarksville,15,2023-08-15,2681831,4:12 PM,36.581,-87.3026,8,Tennessee,5,South,5,0,2023,RED,7126489,180716
Memphis,13,2023-08-13,2680467,2:30 AM,35.132,-90.0357,8,Tennessee,8,South,8,0,2023,RED,7126489,618639
Cincinnati,13,2023-08-13,2679624,12:30 AM,39.125,-84.5247,8,Ohio,4,Midwest,4,0,2023,PURPLE,11785935,311097
Chicago,13,2023-08-13,2680270,8:16 PM,41.7948,-87.6074,8,Illinois,4,Midwest,3,1,2023,BLUE,12549689,2664452
Rockford,13,2023-08-13,2679865,3:30 AM,42.2795,-89.0925,8,Illinois,7,Midwest,7,0,2023,BLUE,12549689,146120
Chicago,13,2023-08-13,2680526,11:45 PM,41.9039,-87.6314,8,Illinois,4,Midwest,4,0,2023,BLUE,12549689,2664452
Harrisburg,13,2023-08-13,2680362,3:15 AM,40.2614,-76.8846,8,Pennsylvania,4,Northeast,4,0,2023,PURPLE,12961683,50012
Grand Rapids,12,2023-08-12,2679878,11:30 PM,42.9328,-85.6583,8,Michigan,4,Midwest,4,0,2023,PURPLE,10037261,196608
Bothell,12,2023-08-12,2678953,4:00 AM,47.8312,-122.205,8,Washington,4,West,3,1,2023,BLUE,7812880,50213
Minneapolis,11,2023-08-11,2678825,10:00 PM,44.9602,-93.2514,8,Minnesota,7,Midwest,6,1,2023,BLUE,5737915,425115
Philadelphia,11,2023-08-11,2678274,6:00 PM,39.9833,-75.1474,8,Pennsylvania,4,Northeast,1,3,2023,PURPLE,12961683,1550542
Pine Bluff,11,2023-08-11,2678650,6:49 PM,34.213,-92.0132,8,Arkansas,4,South,4,0,2023,RED,3067732,39123
Lynnwood,10,2023-08-10,2676883,6:50 AM,47.8491,-122.237,8,Washington,5,West,1,4,2023,BLUE,7812880,43867
Crystal Lake,9,2023-08-09,2675914,3:56 AM,42.2454,-88.279,8,Illinois,4,Midwest,1,3,2023,BLUE,12549689,40861
Pittsburgh,9,2023-08-09,2677365,10:45 PM,40.4471,-79.978,8,Pennsylvania,4,Northeast,4,0,2023,PURPLE,12961683,303255
Philadelphia,6,2023-08-06,2673981,11:13 PM,40.0495,-75.1231,8,Pennsylvania,5,Northeast,5,0,2023,PURPLE,12961683,1550542
Edinburg,6,2023-08-06,2673152,4:35 AM,26.2504,-98.1446,8,Texas,7,South,7,0,2023,RED,30503301,105799
Washington,5,2023-08-05,2672766,8:30 PM,38.8662,-76.9819,8,District of Columbia,5,South,2,3,2023,BLUE,678972,678972
Lafayette,5,2023-08-05,2672510,2:14 AM,30.2281,-91.9982,8,Louisiana,5,South,4,1,2023,RED,4573749,121467
Kansas City,5,2023-08-05,2673896,11:39 PM,39.0945,-94.5812,8,Missouri,4,Midwest,4,0,2023,RED,6196156,510704
Los Angeles,3,2023-08-03,2671589,11:11 PM,33.9574,-118.285,8,California,4,West,4,0,2023,BLUE,38965193,3820914
Pine Bluff,2,2023-08-02,2673196,,34.2061,-92.0383,8,Arkansas,5,South,5,0,2023,RED,3067732,39123
Chicago,2,2023-08-02,2670331,3:15 PM,41.7467,-87.6558,8,Illinois,4,Midwest,3,1,2023,BLUE,12549689,2664452
Columbus,31,2023-07-31,2668365,4:00 PM,33.526,-88.4275,7,Mississippi,4,South,4,0,2023,RED,2939690,23035
Chicago,30,2023-07-30,2666859,1:00 AM,41.8605,-87.7302,7,Illinois,9,Midwest,8,1,2023,BLUE,12549689,2664452
Lansing,30,2023-07-30,2667118,1:00 AM,42.6975,-84.57,7,Michigan,5,Midwest,5,0,2023,PURPLE,10037261,112115
Port Arthur,30,2023-07-30,2667537,1:00 AM,29.8735,-93.9335,7,Texas,7,South,7,0,2023,RED,30503301,55547
Muncie,30,2023-07-30,2666933,1:14 AM,40.186,-85.3769,7,Indiana,18,Midwest,17,1,2023,RED,6862199,65081
Springfield,30,2023-07-30,2668556,11:00 PM,42.0913,-72.5719,7,Massachusetts,4,Northeast,4,0,2023,BLUE,7001399,153672
Los Angeles,29,2023-07-29,2667046,11:02 PM,33.9475,-118.235,7,California,4,West,3,1,2023,BLUE,38965193,3820914
Tampa,28,2023-07-28,2666201,,27.9939,-82.4204,7,Florida,4,South,3,1,2023,PURPLE,22610726,403364
Fort Lauderdale,28,2023-07-28,2666500,11:00 PM,26.1508,-80.1868,7,Florida,4,South,4,0,2023,PURPLE,22610726,184255
Seattle,28,2023-07-28,2666189,9:00 PM,47.5204,-122.27,7,Washington,5,West,5,0,2023,BLUE,7812880,755078
Chicago Heights,28,2023-07-28,2666195,7:15 PM,41.5096,-87.5871,7,Illinois,5,Midwest,4,1,2023,BLUE,12549689,26184
Pittsburgh,25,2023-07-25,2663533,9:00 PM,40.4105,-79.9835,7,Pennsylvania,5,Northeast,5,0,2023,PURPLE,12961683,303255
Tulsa,24,2023-07-24,2662351,6:30 AM,36.1647,-95.8535,7,Oklahoma,4,South,1,3,2023,RED,4053824,411894
Bronx,24,2023-07-24,2662711,2:45 AM,40.8517,-73.9024,7,New York,4,Northeast,3,1,2023,BLUE,19571216,1356476
Tampa,23,2023-07-23,2661359,3:00 AM,28.0146,-82.3953,7,Florida,5,South,5,0,2023,PURPLE,22610726,403364
Birmingham,23,2023-07-23,2661332,3:10 AM,33.5055,-86.8649,7,Alabama,4,South,4,0,2023,RED,5108468,196644
Houston,23,2023-07-23,2661056,4:30 AM,29.6541,-95.251,7,Texas,5,South,4,1,2023,RED,30503301,2314157
Dallas,23,2023-07-23,2661505,3:45 AM,32.8579,-96.8645,7,Texas,4,South,3,1,2023,RED,30503301,1302868
Seattle,23,2023-07-23,2661000,1:30 AM,47.6141,-122.321,7,Washington,4,West,4,0,2023,BLUE,7812880,755078
Glendale,22,2023-07-22,2660299,2:15 AM,33.5339,-112.263,7,Arizona,4,West,4,0,2023,PURPLE,7431344,253855
Wade,22,2023-07-22,2660568,12:53 PM,35.122,-78.7519,7,North Carolina,4,South,3,1,2023,RED,10835491,647
